name,id,latitude,longitude,zipcode,rating,url
Two Trees Management,EO7nWKTDIdIeP3xSuawvIw,40.7028816,-73.9904334,11201,2.5,https://s3-media3.fl.yelpcdn.com/bphoto/6zkd2g6vQiNi_K8SdDU-SQ/o.jpg
LeFrak City,Fv0mLmsjV0U-7gRl_7tCoQ,40.735235,-73.86418,11368,2,https://s3-media2.fl.yelpcdn.com/bphoto/BWwTRKNsr4maLrQfQzlDtw/o.jpg
Hudson View Gardens,BqKvVdlMdU-kg843lojh6w,40.85228,-73.93893,10033,5,https://s3-media2.fl.yelpcdn.com/bphoto/G5vFXf4klaY-Ec8je0o4xA/o.jpg
House 39,_iYWqJcPPiEKKF--lKw3_g,40.74849611,-73.9746775,10016,2,https://s3-media1.fl.yelpcdn.com/bphoto/U-WouTDyTe6yujwgTEp_hQ/o.jpg
Highline Residential,N2knmJMBcGTfdz8qkXLE4Q,40.7504361,-73.9841508,10018,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/zBx4KEQf3L0fO7n00UsQgQ/o.jpg
Hayden,VaNvSTKT-Ngx_7AB3I8obQ,40.7476557,-73.9426293,11101,3,https://s3-media3.fl.yelpcdn.com/bphoto/_t9iT4yRX71f5fMzNuvQVw/o.jpg
MetroNest,gd_WpvTPjtKfVwz4nb2VwA,40.73014,-73.994141,10003,1,https://s3-media1.fl.yelpcdn.com/bphoto/S5hNf2Htgsob7n334whsgQ/o.jpg
25 Jay Street,tVkV1bRFYdtL8wlPHEr2CA,40.7041884,-73.9864537,11201,2,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg
BKLYN AIR,-3FkGNadBdlXZrpy6CG7NQ,40.6951294,-73.9830704,11201,3,https://s3-media1.fl.yelpcdn.com/bphoto/vushGmUVfZkAEfQwGhaEeQ/o.jpg
Parker Towers,rDfCU524ymSfyOeSOzJwpQ,40.72326,-73.84993,11375,4,https://s3-media4.fl.yelpcdn.com/bphoto/4uFZwqmlz9kndz6EFeZ6xQ/o.jpg
Jackson Park,Lef5nz36oXgwEioEhpV7ag,40.7485123,-73.9380978,11101,2,https://s3-media4.fl.yelpcdn.com/bphoto/OSUmBww7NCoQH6suj2Q_2g/o.jpg
Home New York,2JpxGpTOCnu2jxls6gLm9Q,40.706496,-74.009113,10005,5,https://s3-media3.fl.yelpcdn.com/bphoto/epZ4Ns0ETuNJKbcp3LhEFQ/o.jpg
Alexander,qgG-YWCE4Gjvo4n43tYWNQ,40.73240318,-73.86302823,11374,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/7UUEC7K_ELSp600-8N1l6Q/o.jpg
Sanctuary Guest Suites,sUrBXFYuHfAsUnGOLb2TEw,40.720008,-73.983032,10002,4.5,https://s3-media4.fl.yelpcdn.com/bphoto/jm0FksYYieEhSakmZA_cPw/o.jpg
Parc East Apartments,AvXnZhvGVQl6LOKJSY28Sw,40.7402116,-73.9795594,10016,2.5,https://s3-media1.fl.yelpcdn.com/bphoto/RFpIgcABYrzVKIRxFgKH3A/o.jpg
The Balton,WD6ngtQQ2BaCoVHAxcbsmA,40.8119639,-73.950885,10027,3,https://s3-media2.fl.yelpcdn.com/bphoto/B08ZHY3Jq4Q-HfmREtGLlQ/o.jpg
Chelsea Landmark,JResV8Tq3EwSaEKIWEgkJQ,40.74427987,-73.9912341,10010,3,https://s3-media2.fl.yelpcdn.com/bphoto/eID_Pk3pJpCBpJELD5I2TQ/o.jpg
Avalon Clinton,bJ1QKBMDs4znmNPfSYdLXQ,40.7663868,-73.9915846,10019,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/w3Q-sWgYvLH35Gy7wRwH4g/o.jpg
OHM,24-I4FzC-wTefOVUslTgOg,40.75301355,-74.00373549,10001,3.5,https://s3-media4.fl.yelpcdn.com/bphoto/-PCGq24VVL-7gPisdP9kZg/o.jpg
The Alabama,H2qrutnPjwTcefkYrSCVCw,40.73382,-73.9943,10003,2.5,https://s3-media4.fl.yelpcdn.com/bphoto/KU6Pzt4upz37uIUy2KvGwg/o.jpg
The Eagle,65Yn90Bby_WDN9LyKlNx_Q,40.69326,-73.9819,11201,2,https://s3-media4.fl.yelpcdn.com/bphoto/HTMeUBB6kNyq68O5Kle7fQ/o.jpg
Crescent Club,0HdWu04N-D4RDNthh9d_9g,40.7514791,-73.9395537,11101,3,https://s3-media3.fl.yelpcdn.com/bphoto/0SGFiMupoFHJsWhNH8KVxQ/o.jpg
The Ashley,2fNOQeR3UlV0PUIYl4ikJA,40.77469,-73.99023,10069,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/3FBg3LbRXU7SkPvWdf658Q/o.jpg
Longacre House Apartments,61Ga60mRj2wGSFprKlM6tg,40.76254,-73.98644,10019,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/6vrihyQnLn6Wl5fJm7gfxw/o.jpg
2222 Jackson,5fDl1u5ddfVfdOpR9hY9Mw,40.744953,-73.946495,11101,5,https://s3-media3.fl.yelpcdn.com/bphoto/a7zMZ00vRzeJGzRnWdzf9g/o.jpg
Instrata Brooklyn Heights,ofDSFr7nCiNIkFmi-XN86g,40.69385814,-73.99229765,11201,1,https://s3-media1.fl.yelpcdn.com/bphoto/xD8C0_ZvHh_86fZasFrO1g/o.jpg
RiverHouse 11,fQNVnFF383GCtrrTsNQDMQ,40.773838,-74.012282,7086,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/KwAqFmIea0Jx6XhTuQrsGw/o.jpg
180 Montague Apartments,f7_rF6FeAkiwHyEiU0OshA,40.6939717,-73.9917525,11201,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/N-ATvPHSt2yUzuf9gJW0wA/o.jpg
AVA High Line,It4059Wi4YGF5LRfQbfIhA,40.751483,-74.002839,10001,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/_mwnGV287sFnjuUTtsNWBQ/o.jpg
NY Casa Group,FxRSB0vdBbgZH1lEtDIzIA,40.7023659,-73.9888,11201,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/MdXfTeEKorIe0cgtY_SbGw/o.jpg
The Amberly Apartments,SMwRc4b-DPB3bnwL7z-3zw,40.6983158,-73.9861812,11201,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/LJtRkCrd8lQTZGbmG8cBig/o.jpg
Leonard Pointe,Er8-BmVR7Cyio1rihqcnrw,40.71816,-73.9485,11211,5,https://s3-media2.fl.yelpcdn.com/bphoto/C4pKooskx0rgO4zMa5yhoA/o.jpg
BKLYN  Gold,6ie2SiEzmtgC-ac5Dsm4LQ,40.69629,-73.98274,11201,2.5,https://s3-media1.fl.yelpcdn.com/bphoto/HgEphIITIjfbNGGF-HuQnA/o.jpg
Bayside Bay Club,DXKFxXzCyFFJaVN_mxcuVA,40.77848,-73.7822599,11360,3,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg
Tribeca House - 50 Murray,7R66OyjseU8y3LPKYyBoJw,40.713914,-74.009647,10007,3,https://s3-media4.fl.yelpcdn.com/bphoto/DVFX4E9kn6UxeyWtFDvPag/o.jpg
View 34,8oSUQCRVHGmTGHN_uBhHGg,40.74388996,-73.97273166,10016,2,https://s3-media2.fl.yelpcdn.com/bphoto/tt70Px4eHczB2pKvTm0slQ/o.jpg
Mercer Arms,USIYdrCvwHfpAdqAo0-ESQ,40.71824,-74.04476,7302,5,https://s3-media3.fl.yelpcdn.com/bphoto/RV9Opod4iCkV1TiLszljFg/o.jpg
Park + Garden,cC8yh8lByKftq8GHDLD-og,40.75445,-74.0282299,7030,4.5,https://s3-media4.fl.yelpcdn.com/bphoto/B2TeCexh7ScWIJmuMIh2tA/o.jpg
Parkside Brooklyn,0OsJ_RW-J-mHrliCmUiyhg,40.6535993,-73.9643222,11226,2.5,https://s3-media3.fl.yelpcdn.com/bphoto/DIdZK96G4CIXJo6hiNdLyg/o.jpg
111 Worth Street Apartments,vireTADkp8boPQfl86cPyA,40.71584232,-74.00347777,10013,3,https://s3-media1.fl.yelpcdn.com/bphoto/v4s-Uz_bF4cnTj3fRZHWOw/o.jpg
Parkchester South Condominium,-4rv1VDw-7hMOtpkygdOaw,40.841425,-73.860152,10462,1.5,https://s3-media2.fl.yelpcdn.com/bphoto/GkMF22hTBsS0qyi5i-zh9w/o.jpg
22 River Terrace,2JIJgLh85mwtIZkDh61Dqw,40.717487,-74.015813,10282,2.5,https://s3-media3.fl.yelpcdn.com/bphoto/5cFBVPmcGpDdfj2Yhbxf1Q/o.jpg
George Washington Apts,AmrwCCyFVWsRp8KP4kx1HQ,40.727073,-73.847434,11375,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/yCGzRUAFVNyVlmY1OnQWYA/o.jpg
Zeckendorf Towers,#NAME?,40.73405,-73.98892,10003,3,https://s3-media3.fl.yelpcdn.com/bphoto/eGVxg2b1wN1Xa3QiycRX5Q/o.jpg
New York by Gehry,jccU5Cmyb3LkVRMLg3kUkw,40.71073331,-74.00578551,10038,2.5,https://s3-media1.fl.yelpcdn.com/bphoto/9tnWgvY_uSgRCNECxCjo5A/o.jpg
The Capitol,p_Tcqa5OomEnv9XDMW9vNQ,40.7449785,-73.9910454,10001,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/kfbNPbInoegc7DYJxlCk6g/o.jpg
Tower 28,U0HmaYOJyyjPog6M2MZXwg,40.74942111,-73.93967916,11101,2.5,https://s3-media2.fl.yelpcdn.com/bphoto/xYcbd6_vFKRgCFNmTgeK5g/o.jpg
The Maximilian,Zf4yHMLTgP6Un5bP4RjQuw,40.74128,-73.95639,11101,4,https://s3-media2.fl.yelpcdn.com/bphoto/3Z4Xj0zzfBjEHSJKxzcB1w/o.jpg
One Carnegie Hill,mTO9R6TS-W_I7r9xOUHvcQ,40.7851883,-73.947418,10128,3.5,https://s3-media4.fl.yelpcdn.com/bphoto/GRU-MPSbTLoZYLxeQXQ6gA/o.jpg
235 Grand,8drSOscKn0hin7NGu5_ExQ,40.715923,-74.04484,7302,5,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg
AVE Union,j5d_4x-VMrR5wBjcPwpl9Q,40.6832838,-74.2374559,7083,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/G3f9LJszO53iCZJUo27DXQ/o.jpg
Lenox,bD08bjKnoAnjodrPjivSiQ,40.71478,-74.04184,7302,4,https://s3-media2.fl.yelpcdn.com/bphoto/dL7G7B4gLEr-8bNhXFKHPg/o.jpg
Melar,IIC6FP-RCa3RS6ZKSj1HDg,40.79282,-73.97368,10025,4,https://s3-media4.fl.yelpcdn.com/bphoto/PAfBRZ-PKqeTC7eAYqTHLw/o.jpg
Nolita Group,oWFyt4mQsiHF3iNT-8wD0A,40.7208772,-73.9961678,10012,5,https://s3-media1.fl.yelpcdn.com/bphoto/hFM0dVO-yn2qxTD9CKwfSg/o.jpg
The Archive,92lNn8sitqKezikVKf1osQ,40.73225661,-74.00798426,10014,1.5,https://s3-media1.fl.yelpcdn.com/bphoto/SYH3et2bmClaQ0klxhBwmw/o.jpg
420 Kent,Onh9M_3EOu6-ddy5Wrym4w,40.70993642,-73.96860741,11249,1.5,https://s3-media3.fl.yelpcdn.com/bphoto/C04KOswTwfA2zIHg5DphLg/o.jpg
Parc Cameron Apartments,y3JHfOuVvoyGG5TIaV4mCA,40.7859464,-73.9741874,10024,4,https://s3-media3.fl.yelpcdn.com/bphoto/Ng5K4rLRPGekcVkWEkxhoA/o.jpg
Savoy Park Apartments,P_o_QMxb9vod7PqsxjPu8g,40.81659,-73.93733,10037,2.5,https://s3-media2.fl.yelpcdn.com/bphoto/wT8GEDRSZS7Uk_Gh2WaqAQ/o.jpg
Roomrs,OzUhWOdjG3_YmzHfMO3FfQ,40.718217,-73.9585565,11249,4,https://s3-media4.fl.yelpcdn.com/bphoto/167vH_kuR1RMhzI2jYJ8Yw/o.jpg
21 West,r0KOs9Wt_IklQMzUL87PlQ,40.7064307,-74.01559219,10006,3.5,https://s3-media4.fl.yelpcdn.com/bphoto/GqLwvo3ByIQVfka9OkgU9Q/o.jpg
Boulevard Gardens,-8URCOxEVqYc3vtCv0XABw,40.75992,-73.879757,11377,4,https://s3-media1.fl.yelpcdn.com/bphoto/Xav4h47QrxVW-tu7oZO3sw/o.jpg
Nooklyn,O7WxV_VMXnE8--Fzk7mQiQ,40.722468,-73.949749,11222,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/F1CUCS4dgWsCwW7zPneg_g/o.jpg
Vantage Collection,c35EryVx_Qwv7zw1D6-H_Q,40.713728,-74.0446583,7302,4,https://s3-media3.fl.yelpcdn.com/bphoto/bpAfjE8XyNBc0cntLBedng/o.jpg
15 Park Row,yo8fhACnrRynCzXHJgDqlg,40.71134,-74.0079,10038,1,https://s3-media1.fl.yelpcdn.com/bphoto/Wt7t8ykN1bv8IJMfQ8MXFg/o.jpg
Jersey City Urby,QucmvoiDPIGZ_4Fp2FrWzg,40.720188,-74.034312,7311,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/Oo5mR1QsMaH1R0veAvCtCg/o.jpg
960 Willoughby Ave,m8_qCYMPB1BgJg0BW01faQ,40.697948,-73.930181,11221,4.5,https://s3-media4.fl.yelpcdn.com/bphoto/AYJ-LqeO127K0K0Qu7BuZQ/o.jpg
Instrata Park Slope,NeeWXy05WbMirWrHtp4dgg,40.679876,-73.9816554,11217,3,https://s3-media2.fl.yelpcdn.com/bphoto/R42ItAF9rgY0jVnroJuG0g/o.jpg
The Webster Apartments,2RKd-mzfBAaQ4QWbONbfhA,40.7538191,-73.9969614,10001,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/ozxhhcioJjI7t3B-hIuvfQ/o.jpg
Artisan Series,ao6PNBqkYilzoswS0r3qEw,40.7511392,-74.0346298,7030,5,https://s3-media1.fl.yelpcdn.com/bphoto/Ryx2bvoQqTmN1bJipVtNhA/o.jpg
Gateway,phIbNHfPv38UR--MbiDtBA,40.712019,-74.017261,10280,3,https://s3-media3.fl.yelpcdn.com/bphoto/npFJ-DSH4f4aoE3wGvKGfA/o.jpg
W Residence,bEI6aKLRbE7R8rHjeVle8A,40.70915985,-74.01371002,10006,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/EWqYPP8KnQMfpjbc2Vmgyw/o.jpg
The Adele,IXATyOnlUvBF_0QXT0EbVg,40.72024,-73.97895,10009,3,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg
Denizen Bshwk,6E3xrpTnlL5om3pkTRg99A,40.700488,-73.9337622,11206,2,https://s3-media3.fl.yelpcdn.com/bphoto/9GCffoJNpGWhvFS1aYpHzw/o.jpg
The Duchess,Pg6jksysH3jfSys3ZL40Ww,40.795299,-73.997641,7047,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/6Ka3lq6FaXQUl-eAWfl_aA/o.jpg
Windsor Court,TNYbGnHmOmLhX33PW29xwQ,40.7443751,-73.9804654,10016,2,https://s3-media2.fl.yelpcdn.com/bphoto/-LvZieeWpCNIMw0vX9rkBA/o.jpg
Troy Towers,yGdCnNht1lPp1UpWwDEKKQ,40.761104,-74.02848,7087,5,https://s3-media4.fl.yelpcdn.com/bphoto/ZQLv2U44uf-gHkY7Unx2Mg/o.jpg
The Exo,SOzjNxhGAuAovuCZqsRNMA,40.7726018,-73.9259949,11102,3,https://s3-media4.fl.yelpcdn.com/bphoto/IUrEvR55-iIjWC-BEsHYsQ/o.jpg
Kings & Queens Apartments,JtbArzvUhhK5phSZ2OFXQA,40.587506,-73.955865,11235,2,https://s3-media3.fl.yelpcdn.com/bphoto/XFDoA5RA3WhE259_tmwiKA/o.jpg
Staten Island Urby,zCDRygfCJuRuDmswq9wABw,40.628903,-74.074141,10304,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/KK2gicsJbaI1LNNyilZbIA/o.jpg
Ten23 Apartments,tZzr_NhsqUJaooRE-byCDA,40.7475705,-74.0047154,10011,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/pMbEl4yJmQueKPRlyiueyw/o.jpg
184 Kent Avenue Apartments,JNFHkPMOjcE8daNWS3s96A,40.71886508,-73.96439043,11211,2.5,https://s3-media3.fl.yelpcdn.com/bphoto/4kVeqNYVLQkHfKL1x6nr1g/o.jpg
The Chelsea Apartments,OgnAEF87Wr-JV5t8myyDcA,40.7444883,-73.9949465,10011,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/YVsI7pe1ff4pws-b2RsqTw/o.jpg
The Morgan at Provost Square,GxeynAp6Fcyv_n0rt57Smw,40.72023113,-74.040584,7302,2.5,https://s3-media2.fl.yelpcdn.com/bphoto/oPzTnNulIQ8PVILJyATz1g/o.jpg
ARO,uc_WtqdI6gmWeDeokpg1kg,40.76371799,-73.98399178,10019,2.5,https://s3-media2.fl.yelpcdn.com/bphoto/IdkbSt6MUiYuJRr4Ai6_jg/o.jpg
116 John Street,F55QhXNqejDotcAWkIdOLw,40.707484,-74.005819,10038,2,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg
River Watch,I5Dutj8nP49nAzFO6OaV3Q,40.707302,-74.0177,10280,3,https://s3-media3.fl.yelpcdn.com/bphoto/XHAs80nY8U0uTSwYILeKDA/o.jpg
Common Living,SCYo5CyoZgARxSeq-LyyVw,40.7535575,-73.9781361,10017,3,https://s3-media3.fl.yelpcdn.com/bphoto/XOmuNc20TUukj7_8pdVlKg/o.jpg
QLIC,UY5m_0YewkWP3VZAdskBIg,40.7517642,-73.9408812,11101,2.5,https://s3-media3.fl.yelpcdn.com/bphoto/qm1vgPg7yDtjWg-auywLag/o.jpg
303 East 83rd Apartments,tx2zalnoq48kjxregOHkVg,40.776092,-73.952668,10028,3,https://s3-media2.fl.yelpcdn.com/bphoto/myHG8qMAhMgnCh2Vdh2qAA/o.jpg
Westminster City Living,rno2lYAwrk-8jLiZZYz3kQ,40.7288309,-73.9809198,10009,1.5,https://s3-media2.fl.yelpcdn.com/bphoto/nMeD_pflWn2XetaLtZqHYw/o.jpg
The Strathmore,uch_wrcRCAFBZAiUtFGx6Q,40.775355,-73.9501957,10028,3,https://s3-media2.fl.yelpcdn.com/bphoto/6yGPDyTiDXsEv9bET67BRw/o.jpg
Duffield Apartments,7vIk-GoJocE3iN3c34RrqQ,40.6966382,-73.9842613,11201,4,https://s3-media4.fl.yelpcdn.com/bphoto/8R3tuul-F9MB_GNMaEOlsA/o.jpg
The Zenith at Liberty Harbor,D1Fpx43hak-390yGiyZqCQ,40.7151451,-74.0465469,7302,5,https://s3-media1.fl.yelpcdn.com/bphoto/5lusKVcQZTv9E_yBmFfyxQ/o.jpg
Flatbush Rentals,DjotwhEU57DE3FmP5NuDWA,40.634834,-73.950256,11210,2.5,https://s3-media4.fl.yelpcdn.com/bphoto/R1vdYZSZbddjZ51tQ7ZdTQ/o.jpg
Triplemint - New York,gG3ikXZb5W3D0xvw5z_ruQ,40.73892,-73.99257,10011,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/XhN7QVuQMIidzUbpfNST6w/o.jpg
Level,XIAd3EQD9PQ8qUr3jububw,40.72086,-73.963308,11249,2.5,https://s3-media3.fl.yelpcdn.com/bphoto/YbrR76IF-lgMGi1DRnOZ6A/o.jpg
Liberty Plaza - Glenwood,si-JiMT5UwCugoDCT7Q6nw,40.707363,-74.008193,10005,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/VULvJdhJ7FQa3hSDxqz1Bg/o.jpg
The Offerman House,spdCfjlINTDA0M0eFdpBYg,40.69112,-73.98451,11201,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/ScCihggmoDWcZEafCUyxeQ/o.jpg
Atelier Apartments,UaYF8Y9HvbYfKdDZg1mvmQ,40.71736173,-73.9537837,11211,4,https://s3-media1.fl.yelpcdn.com/bphoto/5IDbTguPCPvowj999-jKaA/o.jpg
Hoboken South Waterfront,3PHqcmkGoskZAmcgZKTZ8Q,40.74083,-74.02748,7030,5,https://s3-media1.fl.yelpcdn.com/bphoto/tsPKwMu236Uwj52BW2D1XA/o.jpg
The Kestrel,2Y6tTrjkd-uxMtqv6oAqnw,40.64919762,-73.97416351,11218,3,https://s3-media2.fl.yelpcdn.com/bphoto/De4XnW7FQP2-hRDAJUiYuw/o.jpg
The Epic,mMnW2jQPZRbno6SrGcrzMg,40.74851,-73.99039,10001,3,https://s3-media2.fl.yelpcdn.com/bphoto/Cnm7SZeO6_au2wJRfy4RVw/o.jpg
Parc Coliseum Apartments,l1pptOCNd6UXvwNEiTZyEQ,40.77841,-73.98352,10023,4,https://s3-media1.fl.yelpcdn.com/bphoto/fYFoUR5uIH8SRQEVBs5yQg/o.jpg
Hoyt & Horn,ghcZ3qMic2_lwHa-K1ekaQ,40.68921,-73.98563,11201,1.5,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg
Smith Hanten Properties,rECvJqXDh0hihgUnjTu0ZQ,40.6865968,-73.990866,11201,5,https://s3-media4.fl.yelpcdn.com/bphoto/sE65mgpNueawKT4ZOvCWcg/o.jpg
101 Bedford,teRKTXCqa_zzwzmY86J5Jw,40.7202946,-73.9544731,11211,2.5,https://s3-media1.fl.yelpcdn.com/bphoto/Ffx9wFybDXAwzKGUe5ONjg/o.jpg
15 William NY,CRSroSi_ULyu9hgcOhFLiA,40.705264,-74.010347,10005,5,https://s3-media2.fl.yelpcdn.com/bphoto/Px2DHsqb55pPF3sOZJClBA/o.jpg
Park Towers South,hEobY9bW66IDvhPGDgfrxw,40.76775739,-73.98335898,10019,3,https://s3-media1.fl.yelpcdn.com/bphoto/le3stWs9iq9ZIzczR8cLtQ/o.jpg
Warren at York by Windsor,ad2Gmm-CsdTctDi6Glr-wA,40.71637,-74.03862,7302,5,https://s3-media1.fl.yelpcdn.com/bphoto/K0UXJt-njKnaJLDwa8x-Qg/o.jpg
Bay One,rmo3MzaY6X2cmePUy2fZrA,40.6805658,-74.1044056,7002,5,https://s3-media3.fl.yelpcdn.com/bphoto/268wBxZR-H8cvg2IOf76QQ/o.jpg
New York Living Solutions,zJSoKjBNryZWWG24LD23CA,40.70791,-74.0065,10038,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/rwziZUNS2q1cnAPgoErbxg/o.jpg
Mariner's Landing,QGQm3UtfwafqJse8AAcmQg,40.822195,-73.9752894,7020,4,https://s3-media1.fl.yelpcdn.com/bphoto/eMCLRHZwGRpqlmhSetPV3w/o.jpg
Parc 77 Apartments,DWHEoq4Lr8TuKSW7dDvcYg,40.7859464,-73.9741874,10024,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/_-va_iCyBS_3lAHZt0msEw/o.jpg
Wavecrest Gardens,y6483hbj67w61N4dPdJArA,40.595751,-73.755001,11691,3,https://s3-media4.fl.yelpcdn.com/bphoto/87mUg4lAYuS_Ge-5088MOw/o.jpg
The Chocolate Factory,eXiBPXHyQyPj78OKYPYQMg,40.69612,-73.96814,11205,1,https://s3-media1.fl.yelpcdn.com/bphoto/4h8IpmnV7DVIR3yN3LWL0w/o.jpg
Court House Apartments Leasing,VmHRcMXYPhnClAa9MtVfVQ,40.68968542,-73.99220109,11201,4,https://s3-media3.fl.yelpcdn.com/bphoto/jo720TvhRUb5pULyEXAaTg/o.jpg
15 Dunham Place,CkRMumvNLvlu0JwqjiMCfw,40.71092784,-73.96751404,11211,3,https://s3-media2.fl.yelpcdn.com/bphoto/RQQt2-rlU9r9jh1JuDmNHA/o.jpg
Union Square Apartments,b_9xi6zjFqwqEyyg8AN-oA,40.7331366,-73.9863198,10003,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/5zoK5PapWFQn2mwJFSg5_A/o.jpg
The Lively,g8JXwmd38zFSIWCPBJH7eQ,40.71921,-74.03882,7302,4,https://s3-media3.fl.yelpcdn.com/bphoto/4p7LtDNOjxYeZX0btl-9UA/o.jpg
The Corner,P30P3Z3HOXV7V5YA6sIy6A,40.7787999,-73.98251,10023,4,https://s3-media4.fl.yelpcdn.com/bphoto/H0oz8IquEHp_sNdptTWJFA/o.jpg
Dean C Hawthorne - Concord,ozF_F51ZducweE7DO3vdmw,40.69654252,-73.98714781,11201,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/3M2IxMAuruUeB9nZ8_oBJA/o.jpg
One Columbus Place,AJ9uURqpsdckuyp9wrGTDg,40.7691749,-73.9855688,10019,2.5,https://s3-media2.fl.yelpcdn.com/bphoto/VXF4FXbP4lyY6zPh4iwl5w/o.jpg
AVE Clifton,QBivufnWaoow8gkFoWIDSQ,40.8363061,-74.1454969,7012,5,https://s3-media4.fl.yelpcdn.com/bphoto/spJvPW3pJKetwEDn1XHkLw/o.jpg
The Gotham Apartments,X9e6bjFeroXM23Zqx8vA7g,40.7167172,-74.0395414,7302,4,https://s3-media4.fl.yelpcdn.com/bphoto/COmOlKokz4O0wSrY9LFkaw/o.jpg
Beach Haven Apts #5 & #6,_TldMNkbLuiXf7IXaWObYg,40.58599323,-73.97259414,11223,3,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg
Broadway Kitchens & Baths,rUlOjXhIb-Ajnbj2EhTQTQ,40.7391561,-73.9883058,10010,3,https://s3-media1.fl.yelpcdn.com/bphoto/s9l8jM4hw1x-7RoIqjnWbA/o.jpg
The Westminster,LoO0kvj4yUQqsNqWDziFag,40.741767,-73.996841,10011,5,https://s3-media1.fl.yelpcdn.com/bphoto/-cCgXhLGWVSj_KsXQNrFyA/o.jpg
Chelsea Tower,Sy-K1YGH6QdoE3Za9V7Euw,40.74482761,-73.99160698,10001,5,https://s3-media1.fl.yelpcdn.com/bphoto/58ozQVMu3_ETheOIkFpkxA/o.jpg
NYC Short Lease,o68NbfDMm5J8vsa3J3J6xQ,40.7508732,-73.9839671,10018,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/Vfzkh4Hj0mxtO03Rfpr0Aw/o.jpg
Osprey Cove Apartments,2LQIt35dnE7kyheMwI--cw,40.794846,-74.070125,7094,5,https://s3-media4.fl.yelpcdn.com/bphoto/k-ZMlUH3wJXAPPaT0-ULoQ/o.jpg
90W,eMLm4CNH5HEx4f3a9VZkOQ,40.70802313,-74.0147531,10006,1.5,https://s3-media4.fl.yelpcdn.com/bphoto/igarjbHc9fQLCYCIrM3wPA/o.jpg
333 Grand,lRfjKtgiFy6wbhj0Q12Yyw,40.71641,-74.04882,7302,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/jN8aMK1xBvFPdbqcnbM3qA/o.jpg
10 Hanover Square,p9pt3n3Lu8jDEDFNWX5FqQ,40.70447,-74.00902,10005,3,https://s3-media4.fl.yelpcdn.com/bphoto/11HxpQCH207xyVXmDNMWpw/o.jpg
St Agnes Residence,Gat0BnEinyoa3XTcqbzx9w,40.78087234,-73.98233795,10023,1,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg
Quinn,gjpF62XcwKg-ajmaCdPj7A,40.71410681,-74.04135124,7302,5,https://s3-media2.fl.yelpcdn.com/bphoto/EZFv35m9M5QUmtRP2p3jMg/o.jpg
49 West Twelfth Tenants,xJgTPco3dyeirZh93m-YGA,40.73569107,-73.99640656,10011,5,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg
Canal Rubber Supl,fHWuEF1fpV0Ii1lmiTobdw,40.7204,-74.00301,10013,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/p3sFmqEeJvsf05R4fq-Q3g/o.jpg
