uid,name,url,latitude,longitude,zipcode,rating,cluster,starting_price,res_score,bus_score,subway_score,traffic_score,res_score_raw,bus_score_raw,subway_score_raw
505,ACR Pro Contractors,https://s3-media1.fl.yelpcdn.com/bphoto/m8TPXqJrFKw51mZkOjVI3w/o.jpg,40.6715814,-73.9932278,11215,5,59,1222.707223,1.5,0,0,0,30,0,0
506,The Regent At Liberty Harbor,https://s3-media3.fl.yelpcdn.com/bphoto/yRXW3ChhgzT0rZ6IbCuqCA/o.jpg,40.7155609,-74.0475235,7302,4.5,13,883.3333333,1.5,0,2.332987167,1.166493584,30,0,46.65974334
507,New York City Home Improvement Construction Corporation,https://s3-media2.fl.yelpcdn.com/bphoto/goj8UIAZ0xojIEHqIYS_lA/o.jpg,40.7183233,-73.9799987,10002,5,38,1823.773217,2.129158088,3.588287259,1.011635981,2.29996162,42.58316175,71.76574517,20.23271962
508,TF Cornerstone,https://s3-media4.fl.yelpcdn.com/bphoto/Q94VLrrKZr7nJRa3EDRQVg/o.jpg,40.75453,-73.997556,10001,4.5,34,831.6666667,3.409953026,3.811947713,3.880024352,3.845986033,68.19906051,76.23895426,77.60048704
509,110 Green Street,https://s3-media3.fl.yelpcdn.com/bphoto/PBi1NOj2WK9lRfPKPUo0eQ/o.jpg,40.733442,-73.956463,11222,2,124,988.2601893,1.5,3.36651025,1.316546476,2.341528363,30,67.33020499,26.33092951
510,Avalon Yonkers,https://s3-media3.fl.yelpcdn.com/bphoto/nUymVN8DwNZRpSWpuVaFNw/o.jpg,40.93963,-73.9018,10701,3,53,1391.887895,1.5,0,3.553782389,1.776891194,30,0,71.07564777
511,Gold Street Lofts,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.701961,-73.982475,11201,1.5,80,1200,4.296657214,3.563877275,3.80544758,3.684662427,85.93314427,71.2775455,76.10895159
512,1209 Dekalb Apartments,https://s3-media3.fl.yelpcdn.com/bphoto/tExLEDVwEQsSJGvWimDTlg/o.jpg,40.69570875,-73.92789022,11221,2,153,955.0236807,2.43880082,0,3.094715069,1.547357535,48.7760164,0,61.89430138
513,77 Saint Marks Place Apartment Building,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.72797,-73.985596,10003,1,109,1033.333333,1.5,0,5,2.5,30,0,100
514,KJD AV Design,https://s3-media1.fl.yelpcdn.com/bphoto/f2RvZtV2XzEG59qyQaa1rQ/o.jpg,40.6924,-73.92621,11221,5,75,1514.109029,3.348376346,3.203155594,5,4.101577797,66.96752692,64.06311188,100
515,Tribeca Tower Luxury Apartments,https://s3-media4.fl.yelpcdn.com/bphoto/P450gECVhyrCCSY2nIWuIw/o.jpg,40.7156376,-74.0059753,10007,2.5,125,1250,3.646407476,3.814885661,0.028652142,1.921768901,72.92814952,76.29771321,0.573042845
516,Astoria Tower 31,https://s3-media3.fl.yelpcdn.com/bphoto/FRWLKHhuYhMbBlCm_Y8ziw/o.jpg,40.76266,-73.925214,11106,2,72,950,4.887793339,1.617992126,2.189631545,1.903811835,97.75586678,32.35984251,43.7926309
517,Flatbush Gardens,https://s3-media4.fl.yelpcdn.com/bphoto/FUyI0SnQE5fqTUs3VRyG_A/o.jpg,40.638377,-73.944235,11210,1.5,43,1600,4.592225276,3.742606546,1.796064229,2.769335387,91.84450552,74.85213091,35.92128458
518,Vandeck Builders,https://s3-media3.fl.yelpcdn.com/bphoto/kpR0Ut3VM83i8XpLzLpi7g/o.jpg,40.606554,-73.953013,11229,4.5,195,1043.571712,2.671032869,2.516076118,5,3.758038059,53.42065738,50.32152236,100
519,The Grande at Metro Park,https://s3-media3.fl.yelpcdn.com/bphoto/dKq_Thbd4UEAYsxV6rUNWw/o.jpg,40.556745,-74.317593,8830,3.5,71,1850,1.509872623,0,0,0,30.19745246,0,0
520,Xchange At Secaucus Junction,https://s3-media3.fl.yelpcdn.com/bphoto/6idUy5PXuBxaBk48TcrZaw/o.jpg,40.76439,-74.081236,7094,3,128,1825,3.212907651,3.897620606,1.799325553,2.848473079,64.25815301,77.95241212,35.98651105
521,Vermella Lyndhurst,https://s3-media3.fl.yelpcdn.com/bphoto/WnMxRech6tN22tkvz1NKBw/o.jpg,40.803582,-74.114254,7071,5,27,1375,4.296657214,0,3.279611344,1.639805672,85.93314427,0,65.59222687
522,OfficeOps,https://s3-media4.fl.yelpcdn.com/bphoto/dDVzReAUVYwr7OqPO7LWdA/o.jpg,40.705357,-73.930364,11237,3,103,1347.776153,1.5,3.647576393,0.691944416,2.169760404,30,72.95152785,13.83888832
523,16 Bennett,https://s3-media2.fl.yelpcdn.com/bphoto/e2bmTJ_wB-4Lk5Wj62at2w/o.jpg,40.73841,-74.03023,7304,1,44,1000,5,3.757570745,2.601118325,3.179344535,100,75.15141489,52.0223665
524,Little Wolf Cabinet Shop,https://s3-media3.fl.yelpcdn.com/bphoto/OHkaUqW2BLK1Mlb3BNaZvA/o.jpg,40.77466,-73.9514,10028,5,162,2615.326984,2.400095479,3.604585354,0.985297357,2.294941355,48.00190957,72.09170708,19.70594713
525,50 Rector Park,https://s3-media1.fl.yelpcdn.com/bphoto/Trmeyg9gmTIHltxJY1xr0g/o.jpg,40.74149819,-74.16634988,7102,5,20,866.6666667,3.046176949,3.826787716,1.512349989,2.669568853,60.92353897,76.53575432,30.24699978
526,Corporate Oakwood,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.7625862,-73.986467,10019,1,184,1400,2.671032869,0,0.793524999,0.396762499,53.42065738,0,15.87049997
527,Element Condos & Apts,https://s3-media1.fl.yelpcdn.com/bphoto/06fzOYnqXQuzumebazUibQ/o.jpg,40.77159882,-73.98939514,10023,4,90,3166.666667,3.212907651,3.9001029,1.826308512,2.863205706,64.25815301,78.00205799,36.52617023
528,The Cole Apartments,https://s3-media4.fl.yelpcdn.com/bphoto/nnlN1tHg9nn4R8dy-1bUTg/o.jpg,40.780089,-73.9475076,10128,4,162,1650,2.400095479,3.468899444,2.967171901,3.218035673,48.00190957,69.37798888,59.34343802
529,Ellipse Apartments,https://s3-media1.fl.yelpcdn.com/bphoto/Jl1hwgJkpjKn2vKk8V9AdA/o.jpg,40.7311415,-74.0324054,7310,3,44,933.3333333,5,3.777218356,0.595753778,2.186486067,100,75.54436712,11.91507556
530,20 Broad,https://s3-media1.fl.yelpcdn.com/bphoto/OcT4j9NtU_JC-DZb184FyQ/o.jpg,40.70651,-74.01124,10005,2.5,147,1775,5,3.779963779,3.501589363,3.640776571,100,75.59927558,70.03178726
531,Observer Park Apartments,https://s3-media4.fl.yelpcdn.com/bphoto/lh54mewfR81LVQjXMoxeKQ/o.jpg,40.73601752,-74.03281778,7030,3,44,1695,5,3.880625423,0.877680484,2.379152954,100,77.61250846,17.55360968
532,Pink Dorms,https://s3-media2.fl.yelpcdn.com/bphoto/_F4DWdOY-XZOPyKLcauYHA/o.jpg,40.732381,-73.98434,10003,2.5,109,3100,1.5,3.984957743,0.614052213,2.299504978,30,79.69915485,12.28104426
533,Windsor at Mariners,https://s3-media4.fl.yelpcdn.com/bphoto/ZxmvwUf9eKxrpEB8y6rhug/o.jpg,40.827176,-73.9724644,7020,4.5,79,2800,1.5,3.470853091,1.206544418,2.338698754,30,69.41706181,24.13088836
534,Christie Property Group,https://s3-media4.fl.yelpcdn.com/bphoto/9L8ghmS65hJqccWCJmT23g/o.jpg,40.7077309,-74.0077612,10038,4,147,1679.785867,5,0,5,2.5,100,0,100
535,Edgewater Towne Center,https://s3-media4.fl.yelpcdn.com/bphoto/u-jrt_fa6mHuOPeuuLR9TA/o.jpg,40.825033,-73.973404,7020,5,79,900,1.5,3.946820889,2.381746584,3.164283737,30,78.93641778,47.63493168
536,Clinton Street Lofts,https://s3-media1.fl.yelpcdn.com/bphoto/6-UzKDOqB99UCXAkoxsUFw/o.jpg,40.73613,-74.1707799,7102,4,20,6800,3.046176949,0,0,0,60.92353897,0,0
537,333 Rector Pl,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.70957,-74.01733,10280,3,5,1581.959871,2.523248838,0,3.393789448,1.696894724,50.46497676,0,67.87578896
538,Jamella Swift - Keller Williams NYC,https://s3-media1.fl.yelpcdn.com/bphoto/ar7HEV2uZqwDsBMaWjZcTA/o.jpg,40.7501421,-73.9782738,10016,4.5,88,1359.007147,5,3.786033505,0.86445583,2.325244667,100,75.7206701,17.28911659
539,230 W 105,https://s3-media2.fl.yelpcdn.com/bphoto/uVZYPhM-nVeaVDjVY1TLsQ/o.jpg,40.80023736,-73.96746241,10025,5,6,2147.376896,3.046176949,#VALUE!,#VALUE!,#VALUE!,60.92353897,nan,nan
540,Universal Realty Group,https://s3-media3.fl.yelpcdn.com/bphoto/zYBBsBGw3sE6RlqVpPowjA/o.jpg,40.72847,-73.98522,10003,4.5,109,1895,1.5,3.729582733,2.187729256,2.958655994,30,74.59165465,43.75458512
541,Independence Plaza,https://s3-media2.fl.yelpcdn.com/bphoto/ud2_eyBu823bb9ZkM3MdWA/o.jpg,40.71897,-74.01076,10013,1.5,125,2200,3.646407476,3.959879296,0,1.979939648,72.92814952,79.19758591,0
542,Brownstone Real Estate,https://s3-media4.fl.yelpcdn.com/bphoto/i-g6KUrL2E9kSAcOOWvkIA/o.jpg,40.6849602,-73.9949566,11231,4,175,1654.728283,2.400095479,3.96217403,0,1.981087015,48.00190957,79.2434806,0
543,Andrew Jackson Condominium,https://s3-media3.fl.yelpcdn.com/bphoto/oteLtTviaLv0ksgj8FkOEw/o.jpg,40.75002,-73.89567,11372,3,4,2333.333333,4.946906952,3.59977082,1.320236027,2.460003423,98.93813903,71.9954164,26.40472053
544,Silver Suites Residences,https://s3-media3.fl.yelpcdn.com/bphoto/t1ctBr8IvWL1I4Ho9lc07Q/o.jpg,40.7608913,-73.9988421,10036,4,155,2316.356437,3.296273002,3.110775576,4.836383485,3.97357953,65.92546003,62.21551151,96.72766969
545,Mark Plus Lofts,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.675781,-73.956681,11238,1.5,3,1142.414114,1.5,3.470844072,3.767422846,3.619133459,30,69.41688143,75.34845691
546,The Brompton,https://s3-media4.fl.yelpcdn.com/bphoto/zSGELo8ISZim-hSDPdZGhQ/o.jpg,40.77807896,-73.9542143,10028,4,45,2310.707726,1.5,3.42453213,2.318972675,2.871752402,30,68.4906426,46.37945349
547,Brick Real Estate,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.6912499,-73.9971,11201,2.5,19,2133.357455,4.296657214,3.739704074,0.146444084,1.943074079,85.93314427,74.79408148,2.92888168
548,Time Equities,https://s3-media1.fl.yelpcdn.com/bphoto/77f5iBO-Liku_7hLgyFQqw/o.jpg,40.73473358,-73.9940567,10003,3.5,16,2062.329348,3.135496968,3.65565808,4.516208488,4.085933284,62.70993935,73.11316159,90.32416975
549,Batra Group Real Estate,https://s3-media4.fl.yelpcdn.com/bphoto/eheUwEUhkC52czkxVIVshA/o.jpg,40.74419846,-73.98539297,10016,5,146,1000,3.296273002,3.616616788,5,4.308308394,65.92546003,72.33233576,100
550,Anagram NoMad,https://s3-media2.fl.yelpcdn.com/bphoto/v5dOKIEvB21DiQPgMT4Xog/o.jpg,40.7448559,-73.9861526,10016,1.5,146,1650,3.296273002,3.310371194,3.683254314,3.496812754,65.92546003,66.20742387,73.66508627
551,Aurora,https://s3-media1.fl.yelpcdn.com/bphoto/8Am621fq19p8aVflXKIEsw/o.jpg,40.7501,-73.937219,11101,3,23,1050,3.483845042,3.720106986,1.514118329,2.617112657,69.67690083,74.40213971,30.28236658
552,Brooklyn Prime,https://s3-media2.fl.yelpcdn.com/bphoto/BnCuuO947qJK3Poga9KfMA/o.jpg,40.71365,-73.95123,11211,4.5,14,1220.570551,2.345908001,3.014356197,3.124932714,3.069644455,46.91816001,60.28712393,62.49865428
553,Emily Sarrat,https://s3-media3.fl.yelpcdn.com/bphoto/dDefMXnA1SFgo_w5d5RiUw/o.jpg,40.7261258,-73.9956614,10012,5,33,1767.686832,5,3.502312719,2.743380911,3.122846815,100,70.04625438,54.86761821
554,Posthouse,https://s3-media3.fl.yelpcdn.com/bphoto/prTaQGgihlpuslkMYNK85A/o.jpg,40.69343,-73.96448,11205,2,73,1781.634283,1.5,3.949603543,4.488635952,4.219119747,30,78.99207086,89.77271903
555,S & H Equities,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.72197,-73.98765,10002,5,141,1953.443587,2.43880082,3.810467077,0.271155272,2.040811174,48.7760164,76.20934153,5.423105449
556,Midwest Court,https://s3-media1.fl.yelpcdn.com/bphoto/Hr22vziUdYsB-1EFOMka0A/o.jpg,40.7654991,-73.9886169,10019,2,90,1287.5,3.212907651,3.785241087,0.21473723,1.999989158,64.25815301,75.70482174,4.29474459
557,Skyline New Rochelle,https://s3-media2.fl.yelpcdn.com/bphoto/GU-YUJI2KF8SMolxmXHGIg/o.jpg,40.90926266,-73.78338043,10801,2,35,1762.247238,2.345908001,3.355009969,4.221234731,3.78812235,46.91816001,67.10019937,84.42469462
558,The Green,https://s3-media1.fl.yelpcdn.com/bphoto/PBCgZSTvjA20ABffvhAR4w/o.jpg,40.79539,-74.19773,7003,4,0,3250,1.63654465,3.947498364,2.904671721,3.426085042,32.730893,78.94996727,58.09343442
559,Merlot Management,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.79114,-73.97306,10024,1.5,6,1790.895751,3.046176949,2.59502168,1.539224895,2.067123287,60.92353897,51.9004336,30.78449789
560,Washington Geo Plaza Apts,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.75044,-73.89247,11372,4.5,4,2820.174384,4.946906952,2.580483896,0,1.290241948,98.93813903,51.60967791,0
561,Town Soho,https://s3-media1.fl.yelpcdn.com/bphoto/ilxF2FrDt9JeAGcQRpJ-LQ/o.jpg,40.722401,-74.003487,10013,5,194,1227.5,1.5,3.387304431,5,4.193652216,30,67.74608862,100
562,"New Vista Horizons, Inc.",https://s3-media1.fl.yelpcdn.com/bphoto/paHp6ioJgOfp8MS6d6YqDA/o.jpg,40.746505,-73.985473,10016,3.5,98,1959.624599,1.858220697,3.917640432,1.718814009,2.81822722,37.16441394,78.35280863,34.37628017
563,Waters Edge At Elizabeth,https://s3-media3.fl.yelpcdn.com/bphoto/phRE1Dktjl_WBq1l8I6NMQ/o.jpg,40.64890109,-74.18346673,7206,3,64,1650,1.5,3.989916344,0.508784237,2.24935029,30,79.79832687,10.17568473
564,Union Square Property Management,https://s3-media2.fl.yelpcdn.com/bphoto/ZLxQWs7_kQ7IknGzG8VgjA/o.jpg,40.72863,-73.98805,10003,5,109,1464.733122,1.5,0,0,0,30,0,0
565,Avanguard Realty,https://s3-media2.fl.yelpcdn.com/bphoto/sauvagqlxz1IKFmh0pMgjg/o.jpg,40.7662961,-73.9205339,11102,4.5,72,1885.90662,4.887793339,3.739771034,3.850459451,3.795115243,97.75586678,74.79542068,77.00918902
566,Pan Am Equities,https://s3-media1.fl.yelpcdn.com/bphoto/_zY24oWAteSsyYeyXs7cSg/o.jpg,40.7513642,-73.9718439,10022,2,88,1388.796363,5,3.918485276,2.691668725,3.305077,100,78.36970552,53.83337449
567,110 Livingston Development,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.69099,-73.98979,11201,1,19,2418.321328,4.296657214,3.997153239,2.090845845,3.043999542,85.93314427,79.94306477,41.81691689
568,Avalon at Wesmont Station,https://s3-media1.fl.yelpcdn.com/bphoto/Vo3ABcVv46-9FhpdNeeOtA/o.jpg,40.844326,-74.087406,7075,2.5,74,1746.611101,2.345908001,3.843012382,5,4.421506191,46.91816001,76.86024764,100
569,Gutnick Realty,https://s3-media1.fl.yelpcdn.com/bphoto/G1aOrqbPwQE7bTiqXrwHfA/o.jpg,40.6683,-73.949943,11225,5,145,2056.145964,2.535564174,3.570743887,0,1.785371944,50.71128348,71.41487774,0
570,Dharma Home Suites,https://s3-media2.fl.yelpcdn.com/bphoto/zClHiGfGw9TASQOduWj4bg/o.jpg,40.719826,-74.037109,7302,2.5,84,2347.5,1.5,3.927785325,1.426143024,2.676964174,30,78.55570649,28.52286048
571,La Premiere,https://s3-media4.fl.yelpcdn.com/bphoto/ENJXpT6NzerhcjOxg1UkOA/o.jpg,40.7647245,-73.9827009,10019,1.5,30,1602.291519,4.296657214,0,2.672724179,1.336362089,85.93314427,0,53.45448357
572,Soho Lofts Jersey City,https://s3-media3.fl.yelpcdn.com/bphoto/X_UeOxvx5c-UyAS3RSos9A/o.jpg,40.73309369,-74.0452046,7310,4,110,1261.509917,1.5,3.819350953,5,4.409675476,30,76.38701905,100
573,800 Sixth,https://s3-media2.fl.yelpcdn.com/bphoto/1RfDB8msb0-bS1ykzFnLPQ/o.jpg,40.7453911,-73.9904866,10001,2.5,146,1600,3.296273002,3.854074374,3.044139839,3.449107106,65.92546003,77.08148748,60.88279677
574,Doric Brokerage,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.62571,-74.02377,11209,1,139,1428.26111,1.858220697,0,0,0,37.16441394,0,0
575,Shore Towers Condominium,https://s3-media2.fl.yelpcdn.com/bphoto/4V8WlZ3o2L__SMaiRSapSw/o.jpg,40.776073,-73.929054,11102,3.5,131,1622.306312,1.767908234,3.328441311,0.119058485,1.723749898,35.35816467,66.56882621,2.381169692
576,The Biltmore,https://s3-media2.fl.yelpcdn.com/bphoto/S1Y_FWRAr6AtdNBliXlGYg/o.jpg,40.7604348,-73.9870458,10036,2,184,1965.304062,2.671032869,3.891187939,0.870705449,2.380946694,53.42065738,77.82375878,17.41410898
577,New Bedford Management,https://s3-media4.fl.yelpcdn.com/bphoto/wCQ5tWgUNpzmVavI6bXqTQ/o.jpg,40.73829,-73.9826,10010,3,2,1704.247264,5,3.44374172,1.358082117,2.400911919,100,68.8748344,27.16164234
578,71 Broadway Apartments,https://s3-media1.fl.yelpcdn.com/bphoto/_vlDWJTEg5oSoLqqDDW01w/o.jpg,40.70736,-74.0122,10006,4,147,2169.073557,5,3.421174128,1.085527174,2.253350651,100,68.42348256,21.71054347
579,TF Cornerstone,https://s3-media2.fl.yelpcdn.com/bphoto/ZZG2MUXXtC1dmL8nTiwNEw/o.jpg,40.7472382,-73.9559937,11109,3,142,831.6666667,3.296273002,3.621280893,3.724154138,3.672717515,65.92546003,72.42561785,74.48308276
580,Solil Management,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.74899,-73.98625,10001,1,98,1603.122371,1.858220697,3.848846607,5,4.424423303,37.16441394,76.97693213,100
581,Brooklyn Heights Real Estate,https://s3-media4.fl.yelpcdn.com/bphoto/aam9mOUquSGZwU7d2WYmdw/o.jpg,40.694198,-73.992988,11201,4,19,1760.238289,4.296657214,3.683626223,2.581915161,3.132770692,85.93314427,73.67252445,51.63830322
582,Marc 900 8th Avenue,https://s3-media4.fl.yelpcdn.com/bphoto/cljuGe-f5pppzYKfOjW7dQ/o.jpg,40.76429,-73.98439,10019,2,184,1319.295616,2.671032869,3.784065535,0.819880454,2.301972995,53.42065738,75.6813107,16.39760908
583,The Buchanan,https://s3-media1.fl.yelpcdn.com/bphoto/j14s7eAcrWHw-aSW-dTN6Q/o.jpg,40.75464,-73.97211,10017,3.5,88,2250.756119,5,3.747234104,4.338888456,4.04306128,100,74.94468208,86.77776911
584,One Day Bath NY,https://s3-media2.fl.yelpcdn.com/bphoto/KOCBhboFaHo9T42bvNkYCw/o.jpg,40.62374,-74.00365,11219,5,187,1807.781444,2.400095479,3.592845317,1.034636423,2.31374087,48.00190957,71.85690634,20.69272846
585,The Pearson Court Square,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.7443832,-73.94436124,11101,4,23,1080.400649,3.483845042,3.75428406,1.645720555,2.700002307,69.67690083,75.0856812,32.91441109
586,Bohemia Realty Group,https://s3-media2.fl.yelpcdn.com/bphoto/2OdO86XAh8QivFPH9IHlOg/o.jpg,40.8040799,-73.95506807,10026,4,114,1174.900555,2.671032869,3.754137969,0.898410688,2.326274328,53.42065738,75.08275937,17.96821375
587,151 East 80th Street,https://s3-media2.fl.yelpcdn.com/bphoto/EM69Qv--6QcwxO9u2YQdzg/o.jpg,40.7756353,-73.9581411,10075,2.5,45,1943.817684,1.5,3.47961634,0.10634325,1.792979795,30,69.5923268,2.126865002
588,Crystal House,https://s3-media2.fl.yelpcdn.com/bphoto/CeECsKThaZ57np2QuVz1Eg/o.jpg,40.855859,-73.862598,10462,5,65,1484.236955,2.400095479,0,0,0,48.00190957,0,0
589,Chatham 44 Condominium,https://s3-media3.fl.yelpcdn.com/bphoto/-qsOzEhDPLrSHoHtyFlX6A/o.jpg,40.76066,-73.99428,10036,4,155,2332.959999,3.296273002,3.866492138,1.607012784,2.736752461,65.92546003,77.32984276,32.14025568
590,Blueground,https://s3-media1.fl.yelpcdn.com/bphoto/NE0sL-IiHaLC3xQRp_c4uQ/o.jpg,40.7484834,-73.9892864,10001,3,146,1726.047241,3.296273002,3.52694799,1.122366381,2.324657185,65.92546003,70.53895979,22.44732762
591,27 on 27th,https://s3-media3.fl.yelpcdn.com/bphoto/APdlxnr-tJ5c94T9OMwqVw/o.jpg,40.74937467,-73.94033794,11101,3,23,1500.567247,3.483845042,3.720916959,3.629202052,3.675059506,69.67690083,74.41833918,72.58404104
592,The Highlands at Rye,https://s3-media1.fl.yelpcdn.com/bphoto/tf7Xw8YP-b99hURAcUcAeg/o.jpg,40.9866753,-73.6842821,10580,2,24,1915.53975,1.5,3.500539038,2.340641149,2.920590093,30,70.01078075,46.81282298
593,Carrie Bradshaw's Apartment,https://s3-media3.fl.yelpcdn.com/bphoto/BiUi3NmaB4JM8DG3r_e3pw/o.jpg,40.7353277,-74.0037775,10014,3.5,122,1148.963268,1.695658263,3.886056985,1.110563093,2.498310039,33.91316525,77.72113969,22.21126186
594,Berman Realty,https://s3-media4.fl.yelpcdn.com/bphoto/671JXg3kTL36kinm_mpxJQ/o.jpg,40.67416125,-73.97581816,11215,4.5,134,2450.93644,5,3.70679197,1.850760033,2.778776001,100,74.1358394,37.01520065
595,Nycha Smith Houses,https://s3-media3.fl.yelpcdn.com/bphoto/5jQdX5alK6DHdHggGSlC1w/o.jpg,40.7086613,-73.9990228,10038,2.5,105,1642.12103,1.5,3.680368492,3.801591955,3.740980224,30,73.60736984,76.0318391
596,Karin Carson - Keller Williams Realty,https://s3-media2.fl.yelpcdn.com/bphoto/pjBx74OFatk2p4oFdrezFA/o.jpg,40.84266,-74.20835,7043,5,107,1727.608936,1.5,3.637218032,1.364779476,2.500998754,30,72.74436064,27.29558951
597,River Crossing,https://s3-media4.fl.yelpcdn.com/bphoto/9iu9tsGEjfLEb7eClsZLDg/o.jpg,40.78635,-73.9424379,10029,1.5,115,1648.072712,2.129158088,0,0,0,42.58316175,0,0
598,Camelot at Bayonne,https://s3-media4.fl.yelpcdn.com/bphoto/kf6NP6q74bNEJKF9jhWfiQ/o.jpg,40.64794968,-74.13819451,7002,3.5,170,2091.168608,5,3.745044263,2.310028147,3.027536205,100,74.90088525,46.20056294
599,Brooklyn Vertical,https://s3-media2.fl.yelpcdn.com/bphoto/WvnGpZcTne3r1Aa9_923gA/o.jpg,40.676372,-73.95071,11216,3.5,145,1571.028144,2.535564174,3.821188804,2.862962222,3.342075513,50.71128348,76.42377608,57.25924444
600,Margules Properties,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.74310827,-73.9800645,10016,2.5,2,1967.562309,5,3.862962383,2.773143176,3.318052779,100,77.25924765,55.46286352
601,Alta,https://s3-media3.fl.yelpcdn.com/bphoto/HiB8-leQ8SedSI1w2zwQzg/o.jpg,40.749102,-73.936323,11101,1,23,2153.599657,3.483845042,0,5,2.5,69.67690083,0,100
602,Aamen Realty,https://s3-media4.fl.yelpcdn.com/bphoto/cSckT4DANGUDnukVkSDS7g/o.jpg,40.77479,-73.91186,11105,5,185,2200.323077,2.129158088,3.760349621,0.813890427,2.287120024,42.58316175,75.20699241,16.27780853
603,Beach Haven Management Corporation,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.5861,-73.96821,11223,3,21,2274.889971,1.5,2.901331998,1.651854527,2.276593262,30,58.02663996,33.03709053
604,Buono's Flooring,https://s3-media2.fl.yelpcdn.com/bphoto/nVlj1SpdgfYnh1GTcErCIg/o.jpg,40.591,-73.97044,11223,4.5,21,1377.53724,1.5,3.672812932,5,4.336406466,30,73.45625864,100
605,Essential New York Real Estate,https://s3-media2.fl.yelpcdn.com/bphoto/CB6wkm1nE5Ui8Af2wIUPnQ/o.jpg,40.76523,-73.97557,10019,3,30,2164.772521,4.296657214,3.867585246,0,1.933792623,85.93314427,77.35170492,0
606,Eleven33,https://s3-media1.fl.yelpcdn.com/bphoto/A9207Kbc8CKXNMHF7Z98Jg/o.jpg,40.73698,-73.95554,11222,4,47,2213.823295,5,3.914763102,3.153277291,3.534020197,100,78.29526204,63.06554582
607,Maple Gardens,https://s3-media4.fl.yelpcdn.com/bphoto/wfD0p7jqd1EauINobAEgtQ/o.jpg,40.729769,-74.22151,7111,2.5,123,1974.457536,1.5,3.468461588,1.191620318,2.330040953,30,69.36923175,23.83240636
608,City Flats,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.6618195,-73.9617081,11225,1,85,1800.141746,1.5,3.834786277,4.339516372,4.087151324,30,76.69572553,86.79032744
609,Crisari Realty,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.72924,-73.980293,10009,1,154,1800.70652,3.296273002,3.961494435,5,4.480747217,65.92546003,79.22988869,100
610,172 Montague,https://s3-media3.fl.yelpcdn.com/bphoto/veX1zQGJXtXdfyZ-4TmZTA/o.jpg,40.69410857,-73.99226779,11201,4,19,1324.346365,4.296657214,3.877790999,1.587688813,2.732739906,85.93314427,77.55581997,31.75377625
611,Jessica White - The Corcoran Group,https://s3-media3.fl.yelpcdn.com/bphoto/u9gReFAYcIBD-7kIqTbdig/o.jpg,40.71578342,-73.95980169,11211,5,140,1499.287039,3.483845042,3.870661704,1.367986112,2.619323908,69.67690083,77.41323408,27.35972223
612,Ivan Mijalkovic- Corcoran,https://s3-media2.fl.yelpcdn.com/bphoto/f89812TEodorZ11iFp4V3g/o.jpg,40.74458,-73.95378,11101,4.5,142,2422.522643,3.296273002,3.962742178,5,4.481371089,65.92546003,79.25484356,100
613,The Clutter Whisperer of New York City,https://s3-media2.fl.yelpcdn.com/bphoto/4frtzHDsPrkOs8whpYpxzg/o.jpg,40.748102,-73.974019,10016,4,88,1350.320854,5,3.737724947,1.575132885,2.656428916,100,74.75449894,31.5026577
614,Horderly,https://s3-media3.fl.yelpcdn.com/bphoto/EszKy5iSizoniDfHg_zHlg/o.jpg,40.75095,-73.99811,10001,5,150,1667.995473,3.93540736,0,0,0,78.70814719,0,0
615,Bellini Terrace,https://s3-media1.fl.yelpcdn.com/bphoto/BNRT2uUZlaxxZjNBITSvkQ/o.jpg,40.63679123,-73.97219849,11218,1,60,1286.044478,2.874235912,3.569815599,5,4.284907799,57.48471824,71.39631197,100
