uid,name,url,latitude,longitude,zipcode,rating,cluster,starting_price,res_score,bus_score,subway_score,traffic_score,res_score_raw,bus_score_raw,subway_score_raw
219,Liberty Plaza - Glenwood,https://s3-media2.fl.yelpcdn.com/bphoto/VULvJdhJ7FQa3hSDxqz1Bg/o.jpg,40.707363,-74.008193,10005,3.5,147,933.3333333,5,3.760481034,1.257839687,2.50916036,100,75.20962067,25.15679373
220,Flatbush Rentals,https://s3-media4.fl.yelpcdn.com/bphoto/R1vdYZSZbddjZ51tQ7ZdTQ/o.jpg,40.634834,-73.950256,11210,2.5,158,1123.509336,3.483845042,3.762813863,5,4.381406932,69.67690083,75.25627726,100
221,Duffield Apartments,https://s3-media4.fl.yelpcdn.com/bphoto/8R3tuul-F9MB_GNMaEOlsA/o.jpg,40.6966382,-73.9842613,11201,4,80,4166.666667,4.296657214,3.388119754,3.800634748,3.594377251,85.93314427,67.76239507,76.01269495
222,Artisan Series,https://s3-media1.fl.yelpcdn.com/bphoto/Ryx2bvoQqTmN1bJipVtNhA/o.jpg,40.7511392,-74.0346298,7030,5,167,2497.5,4.296657214,3.80898445,1.860849497,2.834916973,85.93314427,76.17968899,37.21698994
223,The Chelsea Apartments,https://s3-media1.fl.yelpcdn.com/bphoto/YVsI7pe1ff4pws-b2RsqTw/o.jpg,40.7444883,-73.9949465,10011,3.5,77,1650.554282,1.5,3.653764605,2.111722828,2.882743716,30,73.0752921,42.23445655
224,The Offerman House,https://s3-media2.fl.yelpcdn.com/bphoto/ScCihggmoDWcZEafCUyxeQ/o.jpg,40.69112,-73.98451,11201,3.5,40,1665,1.5,3.643667284,4.163692455,3.903679869,30,72.87334567,83.27384909
225,The Kestrel,https://s3-media2.fl.yelpcdn.com/bphoto/De4XnW7FQP2-hRDAJUiYuw/o.jpg,40.64919762,-73.97416351,11218,3,60,1722.744086,2.874235912,3.608809916,3.745232945,3.677021431,57.48471824,72.17619832,74.9046589
226,Atelier Apartments,https://s3-media1.fl.yelpcdn.com/bphoto/5IDbTguPCPvowj999-jKaA/o.jpg,40.71736173,-73.9537837,11211,4,132,1933.333333,2.671032869,3.862115646,0.246790491,2.054453069,53.42065738,77.24231292,4.935809825
227,116 John Street,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.707484,-74.005819,10038,2,105,3397.5,1.5,3.864355668,2.535327672,3.19984167,30,77.28711335,50.70655343
228,The Epic,https://s3-media2.fl.yelpcdn.com/bphoto/Cnm7SZeO6_au2wJRfy4RVw/o.jpg,40.74851,-73.99039,10001,3,146,6666.5,3.296273002,3.935229632,4.452363196,4.193796414,65.92546003,78.70459264,89.04726391
229,Common Living,https://s3-media3.fl.yelpcdn.com/bphoto/XOmuNc20TUukj7_8pdVlKg/o.jpg,40.7535575,-73.9781361,10017,3,88,837.25,5,3.65378347,5,4.326891735,100,73.07566939,100
230,Smith Hanten Properties,https://s3-media4.fl.yelpcdn.com/bphoto/sE65mgpNueawKT4ZOvCWcg/o.jpg,40.6865968,-73.990866,11201,5,40,1800,1.5,3.963889336,0.267826763,2.115858049,30,79.27778671,5.356535254
231,Parc Coliseum Apartments,https://s3-media1.fl.yelpcdn.com/bphoto/fYFoUR5uIH8SRQEVBs5yQg/o.jpg,40.77841,-73.98352,10023,4,94,1558.558773,1.5,3.744081773,1.64999669,2.697039231,30,74.88163545,32.99993379
232,15 William NY,https://s3-media2.fl.yelpcdn.com/bphoto/Px2DHsqb55pPF3sOZJClBA/o.jpg,40.705264,-74.010347,10005,5,147,1950,5,3.770610897,1.356006933,2.563308915,100,75.41221794,27.12013865
233,Hoyt & Horn,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.68921,-73.98563,11201,1.5,40,1600,1.5,0,3.320217432,1.660108716,30,0,66.40434863
234,Dean C Hawthorne - Concord,https://s3-media1.fl.yelpcdn.com/bphoto/3M2IxMAuruUeB9nZ8_oBJA/o.jpg,40.69654252,-73.98714781,11201,4.5,80,975,4.296657214,3.930354494,4.558850582,4.244602538,85.93314427,78.60708987,91.17701164
235,New York Living Solutions,https://s3-media3.fl.yelpcdn.com/bphoto/rwziZUNS2q1cnAPgoErbxg/o.jpg,40.70791,-74.0065,10038,4.5,105,3900,1.5,3.959106514,4.363021107,4.16106381,30,79.18213027,87.26042214
236,Westminster City Living,https://s3-media2.fl.yelpcdn.com/bphoto/nMeD_pflWn2XetaLtZqHYw/o.jpg,40.7288309,-73.9809198,10009,1.5,154,2276.290314,3.296273002,1.246500425,2.832290766,2.039395595,65.92546003,24.9300085,56.64581531
237,Level,https://s3-media3.fl.yelpcdn.com/bphoto/YbrR76IF-lgMGi1DRnOZ6A/o.jpg,40.72086,-73.963308,11249,2.5,140,1950,3.483845042,0,0,0,69.67690083,0,0
238,The Zenith at Liberty Harbor,https://s3-media1.fl.yelpcdn.com/bphoto/5lusKVcQZTv9E_yBmFfyxQ/o.jpg,40.7151451,-74.0465469,7302,5,13,3200,1.5,3.698620838,3.86413419,3.781377514,30,73.97241675,77.2826838
239,River Watch,https://s3-media3.fl.yelpcdn.com/bphoto/XHAs80nY8U0uTSwYILeKDA/o.jpg,40.707302,-74.0177,10280,3,5,900,2.523248838,2.643964888,2.814405108,2.729184998,50.46497676,52.87929776,56.28810215
240,The Strathmore,https://s3-media2.fl.yelpcdn.com/bphoto/6yGPDyTiDXsEv9bET67BRw/o.jpg,40.775355,-73.9501957,10028,3,162,2121.23273,2.400095479,0,2.202415637,1.101207818,48.00190957,0,44.04831273
241,Court House Apartments Leasing,https://s3-media3.fl.yelpcdn.com/bphoto/jo720TvhRUb5pULyEXAaTg/o.jpg,40.68968542,-73.99220109,11201,4,19,1985,4.296657214,0,0,0,85.93314427,0,0
242,Mariner's Landing,https://s3-media1.fl.yelpcdn.com/bphoto/eMCLRHZwGRpqlmhSetPV3w/o.jpg,40.822195,-73.9752894,7020,4,79,2270,1.5,3.451880076,4.726216028,4.089048052,30,69.03760152,94.52432055
243,The Lively,https://s3-media3.fl.yelpcdn.com/bphoto/4p7LtDNOjxYeZX0btl-9UA/o.jpg,40.71921,-74.03882,7302,4,84,1033.333333,1.5,0,3.569065485,1.784532742,30,0,71.38130969
244,Parc 77 Apartments,https://s3-media3.fl.yelpcdn.com/bphoto/_-va_iCyBS_3lAHZt0msEw/o.jpg,40.7859464,-73.9741874,10024,3.5,94,983.9780187,1.5,0,5,2.5,30,0,100
245,15 Dunham Place,https://s3-media2.fl.yelpcdn.com/bphoto/RQQt2-rlU9r9jh1JuDmNHA/o.jpg,40.71092784,-73.96751404,11211,3,39,1133.333333,2.129158088,3.919352304,0.737962672,2.328657488,42.58316175,78.38704607,14.75925344
246,Wavecrest Gardens,https://s3-media4.fl.yelpcdn.com/bphoto/87mUg4lAYuS_Ge-5088MOw/o.jpg,40.595751,-73.755001,11691,3,41,2101.795064,3.296273002,3.754022365,3.708126734,3.731074549,65.92546003,75.0804473,74.16253467
247,The Chocolate Factory,https://s3-media1.fl.yelpcdn.com/bphoto/4h8IpmnV7DVIR3yN3LWL0w/o.jpg,40.69612,-73.96814,11205,1,188,1717.817976,2.345908001,2.524359885,3.345970641,2.935165263,46.91816001,50.48719769,66.91941282
248,101 Bedford,https://s3-media1.fl.yelpcdn.com/bphoto/Ffx9wFybDXAwzKGUe5ONjg/o.jpg,40.7202946,-73.9544731,11211,2.5,99,2200,3.483845042,3.932746517,4.570774318,4.251760418,69.67690083,78.65493034,91.41548636
249,Bay One,https://s3-media3.fl.yelpcdn.com/bphoto/268wBxZR-H8cvg2IOf76QQ/o.jpg,40.6805658,-74.1044056,7002,5,179,997.5,1.5,0,3.461281284,1.730640642,30,0,69.22562567
250,Park Towers South,https://s3-media1.fl.yelpcdn.com/bphoto/le3stWs9iq9ZIzczR8cLtQ/o.jpg,40.76775739,-73.98335898,10019,3,30,2500,4.296657214,3.930926724,0,1.965463362,85.93314427,78.61853447,0
251,Hoboken South Waterfront,https://s3-media1.fl.yelpcdn.com/bphoto/tsPKwMu236Uwj52BW2D1XA/o.jpg,40.74083,-74.02748,7030,5,44,5100,5,3.414668763,4.102027626,3.758348195,100,68.29337526,82.04055252
252,AVE Clifton,https://s3-media4.fl.yelpcdn.com/bphoto/spJvPW3pJKetwEDn1XHkLw/o.jpg,40.8363061,-74.1454969,7012,5,93,2250,4.946906952,3.525836398,5,4.262918199,98.93813903,70.51672795,100
253,Beach Haven Apts #5 & #6,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.58599323,-73.97259414,11223,3,21,2270.052745,1.5,3.545844494,4.184523498,3.865183996,30,70.91688987,83.69046996
254,Chelsea Tower,https://s3-media1.fl.yelpcdn.com/bphoto/58ozQVMu3_ETheOIkFpkxA/o.jpg,40.74482761,-73.99160698,10001,5,146,1500,3.296273002,3.97847286,2.355691769,3.167082314,65.92546003,79.5694572,47.11383537
255,St Agnes Residence,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.78087234,-73.98233795,10023,1,94,1650,1.5,0,0,0,30,0,0
256,Warren at York by Windsor,https://s3-media1.fl.yelpcdn.com/bphoto/K0UXJt-njKnaJLDwa8x-Qg/o.jpg,40.71637,-74.03862,7302,5,84,3295,1.5,3.661572793,1.828106379,2.744839586,30,73.23145585,36.56212758
257,10 Hanover Square,https://s3-media4.fl.yelpcdn.com/bphoto/11HxpQCH207xyVXmDNMWpw/o.jpg,40.70447,-74.00902,10005,3,147,1000,5,3.974849352,0.685300063,2.330074707,100,79.49698703,13.70600125
258,The Corner,https://s3-media4.fl.yelpcdn.com/bphoto/H0oz8IquEHp_sNdptTWJFA/o.jpg,40.7787999,-73.98251,10023,4,94,2052.935213,1.5,3.526913993,5,4.263456996,30,70.53827985,100
259,49 West Twelfth Tenants,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.73569107,-73.99640656,10011,5,77,966.6666667,1.5,3.847770265,1.607149664,2.727459964,30,76.95540529,32.14299327
260,Canal Rubber Supl,https://s3-media2.fl.yelpcdn.com/bphoto/p3sFmqEeJvsf05R4fq-Q3g/o.jpg,40.7204,-74.00301,10013,4.5,194,1000,1.5,3.719193785,3.897411199,3.808302492,30,74.38387569,77.94822398
261,Albert Apartment Corporation,https://s3-media3.fl.yelpcdn.com/bphoto/EG24Lcs4MTpBiu1PR3S5Zg/o.jpg,40.7327334,-73.9934979,10003,4,16,2000,3.135496968,3.985093907,0.246038838,2.115566372,62.70993935,79.70187813,4.920776751
262,Broadway Kitchens & Baths,https://s3-media1.fl.yelpcdn.com/bphoto/s9l8jM4hw1x-7RoIqjnWbA/o.jpg,40.7391561,-73.9883058,10010,3,16,1856.276138,3.135496968,3.95419992,0.154872206,2.054536063,62.70993935,79.08399839,3.097444114
263,Union Square Apartments,https://s3-media2.fl.yelpcdn.com/bphoto/5zoK5PapWFQn2mwJFSg5_A/o.jpg,40.7331366,-73.9863198,10003,3.5,16,3000,3.135496968,3.602621218,3.747708651,3.675164935,62.70993935,72.05242436,74.95417302
264,NYC Short Lease,https://s3-media3.fl.yelpcdn.com/bphoto/Vfzkh4Hj0mxtO03Rfpr0Aw/o.jpg,40.7508732,-73.9839671,10018,3.5,98,2250,1.858220697,3.914193946,1.508376508,2.711285227,37.16441394,78.28387892,30.16753016
265,Moda Upgraded Living,https://s3-media2.fl.yelpcdn.com/bphoto/p7OVLcF41wd3ov3LrF-hIQ/o.jpg,40.70539114,-73.80244491,11432,2.5,67,2205.498251,1.5,3.45056775,2.285212039,2.867889894,30,69.011355,45.70424077
266,Vanderbilt Condominium,https://s3-media1.fl.yelpcdn.com/bphoto/kCiBk5ZJXjCKMLNc5ULUMg/o.jpg,40.7494156,-73.9736532,10017,4.5,88,2300,5,0,3.591167587,1.795583793,100,0,71.82335173
267,Osprey Cove Apartments,https://s3-media4.fl.yelpcdn.com/bphoto/k-ZMlUH3wJXAPPaT0-ULoQ/o.jpg,40.794846,-74.070125,7094,5,68,1325,1.5,3.263211981,2.412096179,2.83765408,30,65.26423961,48.24192357
268,Showcase Realty NYC,https://s3-media4.fl.yelpcdn.com/bphoto/W9pB7ceO0E499JfeSj_hCw/o.jpg,40.7177865,-73.8352437,11375,5,17,2400,3.019380943,0,3.083830311,1.541915156,60.38761886,0,61.67660622
269,The Monterey,https://s3-media4.fl.yelpcdn.com/bphoto/jGPNKvJKFKftRq__tbXvvQ/o.jpg,40.78557,-73.94975,10128,3,115,1649.296569,2.129158088,3.665925407,2.882234398,3.274079902,42.58316175,73.31850813,57.64468796
270,300 East 39th Apartments,https://s3-media2.fl.yelpcdn.com/bphoto/5lrbS837LBVE3mj-IL1H4g/o.jpg,40.7476,-73.97324,10016,4,88,1000,5,3.899193046,0,1.949596523,100,77.98386092,0
271,The Westminster,https://s3-media1.fl.yelpcdn.com/bphoto/-cCgXhLGWVSj_KsXQNrFyA/o.jpg,40.741767,-73.996841,10011,5,77,3600,1.5,3.864802457,2.078796584,2.971799521,30,77.29604914,41.57593168
272,295J,https://s3-media3.fl.yelpcdn.com/bphoto/9XtlzTZ-u34__5FxO6GjnQ/o.jpg,40.711806,-74.0562619,7304,4.5,189,4850,3.348376346,3.922239421,1.525010309,2.723624865,66.96752692,78.44478842,30.50020618
273,One Columbus Place,https://s3-media2.fl.yelpcdn.com/bphoto/VXF4FXbP4lyY6zPh4iwl5w/o.jpg,40.7691749,-73.9855688,10019,2.5,90,1399.5,3.212907651,3.564575701,0.643322454,2.103949077,64.25815301,71.29151401,12.86644908
274,The Gotham Apartments,https://s3-media4.fl.yelpcdn.com/bphoto/COmOlKokz4O0wSrY9LFkaw/o.jpg,40.7167172,-74.0395414,7302,4,84,1325,1.5,3.74972026,3.713183173,3.731451716,30,74.99440519,74.26366346
275,Caroline Sinno Photography,https://s3-media4.fl.yelpcdn.com/bphoto/tn31e1Quf6o9YDCeDJMZJg/o.jpg,40.7076158,-74.005871,10038,5,105,3200,1.5,3.781720694,0.856514083,2.319117388,30,75.63441388,17.13028165
276,Manhattan Park,https://s3-media1.fl.yelpcdn.com/bphoto/qHrFklPBbbodwi4w9i19YA/o.jpg,40.76518826,-73.94742899,10044,2.5,177,2300,4.296657214,0,3.518563789,1.759281894,85.93314427,0,70.37127577
277,30 Lincoln Plaza,https://s3-media1.fl.yelpcdn.com/bphoto/MuorN8WXnDk21yE7dDH2NA/o.jpg,40.7704996,-73.9815465,10023,3,30,866.6666667,4.296657214,2.790594412,3.25675979,3.023677101,85.93314427,55.81188824,65.1351958
278,Quinn,https://s3-media2.fl.yelpcdn.com/bphoto/EZFv35m9M5QUmtRP2p3jMg/o.jpg,40.71410681,-74.04135124,7302,5,84,1575,1.5,3.828331984,3.719616249,3.773974117,30,76.56663968,74.39232498
279,The Helena,https://s3-media4.fl.yelpcdn.com/bphoto/-Mb9ZcTWf4sFh6Ka-G0wMA/o.jpg,40.770774,-73.991683,10019,3,90,2850,3.212907651,3.378913901,3.063352077,3.221132989,64.25815301,67.57827801,61.26704153
280,Greenwich Club Residences,https://s3-media4.fl.yelpcdn.com/bphoto/XeoDsNhWRMST2akFDGjf-w/o.jpg,40.70782386,-74.01371107,10006,4.5,5,6000,2.523248838,3.011069162,2.924028723,2.967548942,50.46497676,60.22138323,58.48057445
281,Harrison Station Apartments,https://s3-media2.fl.yelpcdn.com/bphoto/PqPCGLprKSAif8QPNNpeUA/o.jpg,40.740364,-74.157386,7029,2.5,183,1675,1.767908234,0,3.449198737,1.724599368,35.35816467,0,68.98397473
282,333 Grand,https://s3-media1.fl.yelpcdn.com/bphoto/jN8aMK1xBvFPdbqcnbM3qA/o.jpg,40.71641,-74.04882,7302,4.5,13,2750,1.5,3.907226476,0.60712716,2.257176818,30,78.14452951,12.14254319
283,90W,https://s3-media4.fl.yelpcdn.com/bphoto/igarjbHc9fQLCYCIrM3wPA/o.jpg,40.70802313,-74.0147531,10006,1.5,5,2802.800372,2.523248838,2.934527642,0.682725664,1.808626653,50.46497676,58.69055283,13.65451328
284,Renaissance,https://s3-media4.fl.yelpcdn.com/bphoto/0hN2yLg1wZ0davHTauV_UA/o.jpg,40.70781849,-74.00657433,10038,1.5,105,2400,1.5,0,3.324062918,1.662031459,30,0,66.48125835
285,Tribeca Pointe,https://s3-media2.fl.yelpcdn.com/bphoto/0nxeSyQCcSQwu1mgyijSug/o.jpg,40.7178802,-74.0157471,10282,1.5,125,2925,3.646407476,3.629244488,5,4.314622244,72.92814952,72.58488975,100
286,Crystal Point,https://s3-media2.fl.yelpcdn.com/bphoto/1HeyFbwdO6LQxN91RnvGlg/o.jpg,40.72141654,-74.03202571,7302,4,121,1750,2.671032869,3.578222427,3.752121493,3.66517196,53.42065738,71.56444854,75.04242985
287,Cityspire Condo,https://s3-media3.fl.yelpcdn.com/bphoto/RUi_nKb364X2IaBzvoFl4g/o.jpg,40.7642846,-73.9796854,10019,4.5,30,2300,4.296657214,3.485157815,3.001822764,3.243490289,85.93314427,69.70315629,60.03645527
288,Moda Realty,https://s3-media3.fl.yelpcdn.com/bphoto/C35c5syTa1Ayebein_kQOg/o.jpg,40.8874608,-73.9075489,10463,4.5,12,1995.05515,1.5,3.944706873,3.59394614,3.769326507,30,78.89413746,71.8789228
289,The Grand Tier Luxury Apartments - Glenwood,https://s3-media3.fl.yelpcdn.com/bphoto/R5AP3hA9j3v75nt7dGDsEQ/o.jpg,40.772434,-73.981697,10023,4,30,1690,4.296657214,0,3.171496549,1.585748275,85.93314427,0,63.42993098
290,Innovation Shades,https://s3-media3.fl.yelpcdn.com/bphoto/hCw3a6yqmN_VAAHM8rKMHA/o.jpg,40.7221818,-74.0079635,10013,5,194,3500,1.5,3.501746196,0,1.750873098,30,70.03492391,0
291,The Parkline,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.65797126,-73.96111963,11225,2.5,85,1925.841668,1.5,3.97207957,0.522091728,2.247085649,30,79.4415914,10.44183456
292,Parkhill City,https://s3-media3.fl.yelpcdn.com/bphoto/69pFSVEAF-bZq6hTqhBGyA/o.jpg,40.705129,-73.8054458,11432,2.5,67,2035.823149,1.5,3.876083653,0.875968685,2.376026169,30,77.52167306,17.51937369
293,568 Union Ave,https://s3-media3.fl.yelpcdn.com/bphoto/ZcZkNPj2-3z3yMhKPRZUDw/o.jpg,40.71778,-73.95181,11211,5,14,3750,2.345908001,3.705619615,1.998599836,2.852109725,46.91816001,74.1123923,39.97199671
294,Furnished Apartments,https://s3-media3.fl.yelpcdn.com/bphoto/L3a8_6UHoFOqDW7ethB-bg/o.jpg,40.762738,-73.961035,10065,3,104,1796.202506,5,3.106371771,4.955646334,4.031009052,100,62.12743541,99.11292668
295,Vermella Harrison,https://s3-media2.fl.yelpcdn.com/bphoto/HVp4H7qQcuXWugPn6iFQPw/o.jpg,40.7351742,-74.1551931,7029,3.5,183,2057.916507,1.767908234,0,2.88944883,1.444724415,35.35816467,0,57.7889766
296,Donald Lai - The Corcoran Group,https://s3-media3.fl.yelpcdn.com/bphoto/MD_Z2yhtirFdlGi8tDe-SA/o.jpg,40.7156859,-73.9600051,11211,5,140,1299.5,3.483845042,3.89156626,4.620349107,4.255957683,69.67690083,77.83132519,92.40698214
297,DVORA Hamilton House,https://s3-media3.fl.yelpcdn.com/bphoto/fy4eyhpat-ZhUIS_NNpDeA/o.jpg,40.72929,-74.05065,7302,4,110,4497.5,1.5,3.780542819,4.602143874,4.191343346,30,75.61085637,92.04287748
298,Halletts Point,https://s3-media1.fl.yelpcdn.com/bphoto/C3ScEGcSqtUR3aZMhvW6Kw/o.jpg,40.7737968,-73.9367056,11102,1.5,131,1911.710834,1.767908234,3.601654924,5,4.300827462,35.35816467,72.03309848,100
299,Helmsley Medical Tower,https://s3-media3.fl.yelpcdn.com/bphoto/GLtuWpVUDghxW5pmV6OGbQ/o.jpg,40.76565417,-73.95430224,10021,3.5,177,1457.258158,4.296657214,3.731601894,0.778803601,2.255202748,85.93314427,74.63203788,15.57607202
300,The Visionaire,https://s3-media3.fl.yelpcdn.com/bphoto/e8DKXPB7Pf6ojm3jo6yunA/o.jpg,40.70701484,-74.01690411,10004,5,5,2858.359961,2.523248838,3.754292689,1.007872062,2.381082375,50.46497676,75.08585377,20.15744123
301,The Victory,https://s3-media4.fl.yelpcdn.com/bphoto/Bs2qqu-RKdnaJ965rSraRg/o.jpg,40.75923138,-73.99606561,10036,3.5,155,3900,3.296273002,0,3.795907336,1.897953668,65.92546003,0,75.91814672
302,Brown Harris Stevens -Cobble Hill,https://s3-media3.fl.yelpcdn.com/bphoto/n4M8USxjCK0eW7buvvQ72w/o.jpg,40.68884549,-73.99314431,11201,2.5,19,5000,4.296657214,0,2.205704062,1.102852031,85.93314427,0,44.11408124
303,66 Pearl,https://s3-media3.fl.yelpcdn.com/bphoto/3DRTd84OYz9vsUJsm1hmig/o.jpg,40.703267,-74.010415,10004,3.5,147,6250,5,0,2.78734448,1.39367224,100,0,55.74688959
304,The Thread,https://s3-media3.fl.yelpcdn.com/bphoto/G4YBbMtYYI-PA6sy7KtO3A/o.jpg,40.7706,-74.02569,7087,5,106,3790,2.400095479,3.376456408,0.252974829,1.814715619,48.00190957,67.52912816,5.05949658
305,Manocherian Bros,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.76103,-73.96765,10155,2.5,66,2550,4.296657214,3.712293028,1.099518884,2.405905956,85.93314427,74.24586055,21.99037767
306,be@schermerhorn,https://s3-media3.fl.yelpcdn.com/bphoto/3NbrVi1Qd0vMiLDxZfweEw/o.jpg,40.68953,-73.98647,11201,3.5,40,2495,1.5,1.690331519,2.846933486,2.268632502,30,33.80663038,56.93866971
307,The Ashland,https://s3-media3.fl.yelpcdn.com/bphoto/4Vy_OSp7uOJZLqjZjJdZmg/o.jpg,40.6876261,-73.9784665,11217,3.5,190,900,2.045792737,3.647875296,2.876492845,3.262184071,40.91585473,72.95750592,57.5298569
308,Mercedes House,https://s3-media1.fl.yelpcdn.com/bphoto/VwRQD303IUcJhfGavccdcw/o.jpg,40.7677253,-73.9915642,10019,2.5,90,883.3333333,3.212907651,3.949776592,0.694128062,2.321952327,64.25815301,78.99553184,13.88256123
309,North Park Apts,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.79559708,-73.96308899,10025,5,6,1239.911191,3.046176949,3.504112674,3.81089765,3.657505162,60.92353897,70.08225347,76.21795299
310,Zen Space Makers,https://s3-media4.fl.yelpcdn.com/bphoto/_B_e47sKeTzyUxA-xGvPeg/o.jpg,40.65667505,-74.00719069,11232,4,8,1911.891271,3.212907651,3.773158436,1.179004817,2.476081626,64.25815301,75.46316871,23.58009634
311,1125 Jefferson,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.7518699,-74.03393,7030,5,167,1366.874487,4.296657214,3.777045173,0.953462473,2.365253823,85.93314427,75.54090346,19.06924945
312,46th and Lexington,https://s3-media1.fl.yelpcdn.com/bphoto/YAmAoU19mdtIo7WfWLghcA/o.jpg,40.75277,-73.97491,10017,5,88,933.3333333,5,3.701602933,3.598761058,3.650181995,100,74.03205865,71.97522116
313,Carpet Time,https://s3-media4.fl.yelpcdn.com/bphoto/RV39tL_Qc0yytJumbgBJbA/o.jpg,40.7535988,-73.9072326,11377,5,48,2406.89686,2.345908001,3.969660992,4.546716265,4.258188628,46.91816001,79.39321983,90.93432529
314,Fordham Terrace,https://s3-media1.fl.yelpcdn.com/bphoto/9cS1kv1ya0r05dbrT1L5AQ/o.jpg,40.864,-73.90685,10468,3.5,138,1963.508662,5,3.982457196,0.964960841,2.473709019,100,79.64914392,19.29921682
315,1 QPS by Stonehenge,https://s3-media4.fl.yelpcdn.com/bphoto/ejSFtiEov7T5lB2TThTkYg/o.jpg,40.750597,-73.942264,11101,3,23,1400,3.483845042,0,0.817714143,0.408857072,69.67690083,0,16.35428286
316,Casino Home Inspections,https://s3-media2.fl.yelpcdn.com/bphoto/HMsSeMCYlxJYkVD-3z9aXw/o.jpg,40.7821,-73.80042,11357,5,7,2032.042728,3.754782432,3.861816646,1.041245469,2.451531057,75.09564864,77.23633292,20.82490937
317,NY Living Solutions,https://s3-media3.fl.yelpcdn.com/bphoto/l4iEeINhWJciWbCepuFVzQ/o.jpg,40.7242258,-74.0032987,10038,5,194,1375,1.5,3.71752169,1.317958459,2.517740074,30,74.35043379,26.35916917
318,Journal Squared,https://s3-media3.fl.yelpcdn.com/bphoto/KWbAUvpgsDLoThzVIWhXWA/o.jpg,40.73264749,-74.06112751,7306,2,169,1600,2.851657797,0,3.526645762,1.763322881,57.03315593,0,70.53291524
319,Avalon Cove,https://s3-media2.fl.yelpcdn.com/bphoto/Fsctv6g6NVUfhdf0zxw9TA/o.jpg,40.72296,-74.03499,7310,2,121,5000,2.671032869,3.674771355,0,1.837385678,53.42065738,73.4954271,0
320,740 Park Avenue,https://s3-media4.fl.yelpcdn.com/bphoto/u5vy7d9v7gjzjbxdXAydrQ/o.jpg,40.77084289,-73.96494515,10021,4.5,66,2998.333333,4.296657214,0,2.234385447,1.117192724,85.93314427,0,44.68770894
321,The Grand,https://s3-media2.fl.yelpcdn.com/bphoto/JjLbhXPz4yF7OcIOkb8MTg/o.jpg,40.84568,-73.90962,10457,2.5,82,1169.714671,1.5,3.612343674,4.160266208,3.886304941,30,72.24687347,83.20532416
322,The Grove,https://s3-media3.fl.yelpcdn.com/bphoto/B7rFA8pcJFoo0BhlmmVf1Q/o.jpg,40.74212,-73.99895,10011,2.5,77,2560.932375,1.5,3.799553272,1.376442318,2.587997795,30,75.99106543,27.52884635
323,535 W 43rd Street Apartments,https://s3-media3.fl.yelpcdn.com/bphoto/CNzdxl-z5fX9E3f8kd9UNQ/o.jpg,40.7611585,-73.9966607,10036,1.5,155,2000,3.296273002,3.440683393,5,4.220341697,65.92546003,68.81366786,100
324,Upper East Side Apartments,https://s3-media3.fl.yelpcdn.com/bphoto/mmWlQquMv-2f3E6C4K2nDA/o.jpg,40.7604408,-73.9710388,10022,5,66,2784.114096,4.296657214,3.568450309,5,4.284225155,85.93314427,71.36900618,100
325,Devonshire House,https://upload.wikimedia.org/wikipedia/commons/0/0a/Central_Park_during_Autumn%2C_NYC.jpg,40.7324,-73.99363,10003,3,16,2300,3.135496968,3.902573343,0,1.951286671,62.70993935,78.05146685,0
326,Chinese Movers,https://s3-media4.fl.yelpcdn.com/bphoto/8T2LpHBu9xHEHNgxZ26-FA/o.jpg,40.611235,-74.002486,11214,4.5,187,2137.850979,2.400095479,3.934696337,0,1.967348169,48.00190957,78.69392674,0
327,Stonehenge NYC,https://s3-media1.fl.yelpcdn.com/bphoto/G5PeLFL9hByYKIuErazWDw/o.jpg,40.76295,-73.98329,10019,3.5,184,2350,2.671032869,0,0.105501576,0.052750788,53.42065738,0,2.110031529
328,MySpace NYC,https://s3-media1.fl.yelpcdn.com/bphoto/Uuxfzg-8vcQVnRcotMBEQQ/o.jpg,40.6739591,-73.9570342,11238,3,3,2941.240199,1.5,3.781199255,0.241137167,2.011168211,30,75.6239851,4.82274334
329,The Delmar,https://s3-media3.fl.yelpcdn.com/bphoto/3ex7qS4WzpCNhCDeI65FyQ/o.jpg,40.750618,-73.93792,11101,5,23,6250,3.483845042,3.798620351,0.642036689,2.22032852,69.67690083,75.97240701,12.84073377
