,name,latitude,longitude,zipcode,rating,categories,transactions,cluster,centroids
286,Xi Ne Du,40.71511491,-73.99724767,10013,5,"[{'alias': 'cantonese', 'title': 'Cantonese'}]",[],62,0
287,Mao?? Bao,40.74807149,-74.00470625,10011,3.5,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}]",[],150,0
288,Wegmans,40.6982082,-73.9770145,11205,4,"[{'alias': 'grocery', 'title': 'Grocery'}]",[],188,1
289,Korzo,40.66199,-73.99238,11215,4,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'burgers', 'title': 'Burgers'}]","['pickup', 'delivery']",97,0
290,Baked Cheese Haus,40.75299243,-73.98329815,10018,4.5,"[{'alias': 'cheese', 'title': 'Cheese Shops'}]",[],98,0
291,H Mart,40.730358,-73.988949,10003,4,"[{'alias': 'intlgrocery', 'title': 'International Grocery'}]",[],109,0
292,Food Lover Bakery,40.61745,-73.98469,11204,5,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",[],57,0
293,Nili,40.67933087,-73.99579123,11231,4,"[{'alias': 'cafes', 'title': 'Cafes'}]",['delivery'],59,0
294,21 Greenpoint,40.72978,-73.95992,11222,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",['delivery'],124,0
295,Clinton St. Baking Company,40.703717,-73.991773,11201,3.5,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",[],160,0
296,Sista's Place,40.68338,-73.950477,11216,4.5,"[{'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",[],163,0
297,Rebecca's,40.6981613,-73.9340956,11206,4.5,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",['delivery'],153,1
298,Velvet Brooklyn,40.71008479,-73.96257877,11211,4.5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]",['delivery'],165,0
299,Fu Zhou Wei Zhong Wei Jia Xiang Feng Wei,40.713837,-73.99414,10002,4.5,"[{'alias': 'chinese', 'title': 'Chinese'}]",['delivery'],62,0
300,Food Lover Bakery,40.61745,-73.98469,11204,5,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",[],57,0
301,Nili,40.67933087,-73.99579123,11231,4,"[{'alias': 'cafes', 'title': 'Cafes'}]",['delivery'],59,0
302,21 Greenpoint,40.72978,-73.95992,11222,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",['delivery'],124,0
303,Clinton St. Baking Company,40.703717,-73.991773,11201,3.5,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",[],160,0
304,Sista's Place,40.68338,-73.950477,11216,4.5,"[{'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",[],163,0
305,Rebecca's,40.6981613,-73.9340956,11206,4.5,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",['delivery'],153,0
306,Velvet Brooklyn,40.71008479,-73.96257877,11211,4.5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]",['delivery'],165,0
307,Fu Zhou Wei Zhong Wei Jia Xiang Feng Wei,40.713837,-73.99414,10002,4.5,"[{'alias': 'chinese', 'title': 'Chinese'}]",['delivery'],62,1
308,Hudson Eats,40.7128272,-74.0156737,10080,3.5,"[{'alias': 'food_court', 'title': 'Food Court'}]",[],5,0
309,Acapulco,40.7367,-73.95517,11222,4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'newamerican', 'title': 'American (New)'}]",['delivery'],47,0
310,Tengri Tagh Uyghur Cuisine,40.75246222,-73.98871967,10018,4.5,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'kebab', 'title': 'Kebab'}]","['delivery', 'pickup']",98,0
311,The Narrows,40.704114,-73.930878,11237,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",['delivery'],103,0
312,Tong,40.74854263,-73.89288447,11372,5,"[{'alias': 'bangladeshi', 'title': 'Bangladeshi'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",[],4,0
313,Bea,40.7591968,-73.9923361,10036,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","['delivery', 'restaurant_reservation']",155,0
314,Momofuku Ko,40.72474046,-73.99144358,10003,4.5,"[{'alias': 'newamerican', 'title': 'American (New)'}]",[],141,0
315,Taqueria 86,40.793,-73.97214,10025,5,"[{'alias': 'mexican', 'title': 'Mexican'}]","['delivery', 'pickup']",6,0
316,Frida Midtown,40.75661089,-73.96919066,10022,4.5,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","['delivery', 'restaurant_reservation', 'pickup']",66,1
317,DOMODOMO - New York,40.7280299,-74.00167,10012,4.5,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",['delivery'],33,0
318,The Original Square Of Soho,40.70740305,-73.93186589,11237,5,"[{'alias': 'pizza', 'title': 'Pizza'}]",[],103,0
319,MogMog,40.74243,-73.95522,11101,5,"[{'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",[],142,1
320,BentOn Cafe,40.75278025,-73.97351739,10017,4,"[{'alias': 'japanese', 'title': 'Japanese'}]","['delivery', 'pickup']",88,0
321,The Broadway,40.69096,-73.92488,11221,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'noodles', 'title': 'Noodles'}]",[],75,1
322,Okatte Tanto NY,40.75455,-73.96941,10017,5,"[{'alias': 'japanese', 'title': 'Japanese'}]",['restaurant_reservation'],88,0
323,Saraghina Caff?,40.6897188,-73.9719095,11205,3.5,"[{'alias': 'cafes', 'title': 'Cafes'}]",[],73,0
324,Leitao,40.73493,-74.00641,10014,4.5,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'portuguese', 'title': 'Portuguese'}]","['delivery', 'pickup']",122,0
325,Hold Fast Kitchen & Spirits,40.76064,-73.99023,10036,5,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","['delivery', 'pickup']",155,0
326,Adrienne's Pizzabar,40.7043362,-74.0101733,10004,4,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","['delivery', 'pickup']",147,1
327,Man vs Fries,40.740221,-73.952686,11101,3.5,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'mexican', 'title': 'Mexican'}]","['delivery', 'pickup']",47,0
328,Soho Halal Guy,40.72542672,-73.99675579,10012,4,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'halal', 'title': 'Halal'}]",['delivery'],33,0
329,Zongzi lady,40.7181661,-73.9938466,10002,4.5,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'chinese', 'title': 'Chinese'}]",[],86,0
330,Peas & Pickles,40.7026999,-73.9894591,11201,2.5,"[{'alias': 'markets', 'title': 'Fruits & Veggies'}]",[],160,0
331,Toro,40.70259,-73.99317,11201,3,"[{'alias': 'japanese', 'title': 'Japanese'}]",[],160,0
332,Little Wayla,40.71828,-73.99275,10002,4.5,"[{'alias': 'thai', 'title': 'Thai'}]",[],62,0
333,Mighty Quinn's,40.72025463,-73.96252312,11211,4.5,"[{'alias': 'bbq', 'title': 'Barbeque'}]",[],140,0
334,Smokey?? Island Grille,40.66795977,-73.90327667,11212,2.5,"[{'alias': 'caribbean', 'title': 'Caribbean'}]",['delivery'],137,0
335,Bluebird,40.66182,-73.96174,11225,3.5,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","['delivery', 'pickup']",85,0
336,Skytown,40.69760484,-73.93607294,11206,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]","['delivery', 'pickup']",153,0
337,Hong Man,40.715145,-73.993698,10002,4,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",['delivery'],62,0
338,Ganni's Pizza,40.69419,-73.957809,11205,3.5,"[{'alias': 'pizza', 'title': 'Pizza'}]",['delivery'],11,0
339,The Bowl,40.72896103,-74.00980741,10014,5,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",[],101,0
340,foreverjerk 876,40.6700058,-73.89433289,11207,4,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}]",[],137,0
341,Lamazou,40.74125,-73.98162,10016,4.5,"[{'alias': 'cheese', 'title': 'Cheese Shops'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'catering', 'title': 'Caterers'}]","['delivery', 'pickup']",2,0
342,Torien,40.724773,-73.993168,10012,4.5,"[{'alias': 'japanese', 'title': 'Japanese'}]",['delivery'],141,0
343,Simon's BBQ II,40.6395142,-74.0053988,11220,3.5,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bbq', 'title': 'Barbeque'}]",['delivery'],31,0
344,Koneko,40.72044,-73.98412,10002,4.5,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'themedcafes', 'title': 'Themed Cafes'}]",['delivery'],38,0
345,Kenka,40.72913,-73.988465,10003,3.5,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",['delivery'],109,0
346,Cooper's Craft & Cocktails,40.742702,-74.000778,10011,4,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",['delivery'],77,0
347,Puffy's Tavern,40.718555,-74.009078,10013,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",['delivery'],125,0
348,Yogi Korean BBQ Tacos,40.75519033,-73.97122018,10017,4.5,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'bbq', 'title': 'Barbeque'}]",[],88,1
349,Matchaful,40.753246,-73.999267,10001,4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",['delivery'],150,0
350,Patty Haus,40.67173,-73.94995,11216,5,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",[],145,0
351,Tamale Lady,40.750843,-73.9801865,10016,5,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",[],98,0
352,Sonia's Crab AND Finn,40.67556004,-73.94998748,11216,4.5,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'seafood', 'title': 'Seafood'}]","['pickup', 'delivery']",145,0
353,Big D's Grub Truck,40.703099,-73.9866598,11201,4,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'mexican', 'title': 'Mexican'}]",[],80,0
354,Sereneco,40.73025024,-73.95781014,11222,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",[],124,1
355,Neighbors,40.702241,-73.995539,11201,2.5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",['delivery'],160,0
356,Carne Mare,40.70568649,-74.00218961,10038,4.5,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]",['delivery'],105,0
357,Habana To-Go,40.72292,-73.99418,10012,4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cuban', 'title': 'Cuban'}]","['pickup', 'delivery']",86,0
358,Bass and Bourbon,40.68165278,-74.0046408,11231,5,"[{'alias': 'kosher', 'title': 'Kosher'}]",[],175,0
359,Ten Ichi Mart & Deli,40.7171349,-73.961656,11249,4.5,"[{'alias': 'intlgrocery', 'title': 'International Grocery'}]",[],140,0
360,Victor,40.67953002,-73.9868131,11217,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",['delivery'],76,1
361,Little Eva's,40.68910631,-74.01803166,10004,3,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bbq', 'title': 'Barbeque'}]",[],143,0
362,Banh Mi Co Ut,40.718134,-73.996248,10013,4.5,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",['delivery'],86,0
363,Gouie,40.71827888,-73.9881471,10002,5,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",[],141,0
364,Luigi's Pizza,40.66163,-73.99334,11215,4.5,"[{'alias': 'pizza', 'title': 'Pizza'}]","['pickup', 'delivery']",97,0
365,Onlyone ? ??????,40.64255,-74.00201,11220,4,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",['delivery'],31,0
366,Evil Twin Brewing - Dumbo Taproom,40.702834,-73.9905026,11201,4.5,"[{'alias': 'breweries', 'title': 'Breweries'}]",[],160,0
367,Cafe Fes,40.64569,-73.97283,11218,4.5,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'moroccan', 'title': 'Moroccan'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",[],60,0
368,Virgin Mary Tacos,40.7400398,-73.9766541,10016,5,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",[],2,1
369,Steinberg's Bakery,40.70024,-73.95711,11206,4.5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",[],11,0
370,El Diablo Taco Truck,40.71561477,-73.95210743,11211,4,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'mexican', 'title': 'Mexican'}]",[],14,0
371,Francie,40.71002579,-73.96405744,11249,4.5,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",['delivery'],165,0
372,Ninety Nine Franklin,40.729337,-73.9577339,11222,5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",[],124,0
373,SnackBOX,40.75889,-73.98482,10036,4,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",[],184,0
374,Chelsea Market Place,40.739284,-73.999569,10011,4.5,"[{'alias': 'delis', 'title': 'Delis'}]",[],77,0
375,Camillo,40.6596,-73.95081,11225,4,"[{'alias': 'italian', 'title': 'Italian'}]","['pickup', 'delivery']",191,0
376,La Cantine,40.70664,-73.9206,11237,4.5,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","['pickup', 'delivery']",32,0
377,Purbird,40.67985,-73.97518,11217,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","['pickup', 'delivery']",134,0
378,Tacos G?ey,40.73997,-73.99323,10011,4,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tacos', 'title': 'Tacos'}]",['delivery'],77,0
379,Brennan & Carr,40.600247,-73.942094,11229,4,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",['delivery'],102,0
380,Avenue D Pizza,40.72058,-73.978541,10009,4.5,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'puertorican', 'title': 'Puerto Rican'}, {'alias': 'dominican', 'title': 'Dominican'}]",[],154,0
381,F & F Pizzeria,40.67732,-73.99817,11231,3.5,"[{'alias': 'pizza', 'title': 'Pizza'}]",['delivery'],59,0
382,Damascus Bread & Pastry Shop,40.69005,-73.99307,11201,4.5,"[{'alias': 'bakeries', 'title': 'Bakeries'}]","['pickup', 'delivery']",19,0
383,Lo-Res Bar,40.715984,-73.962577,11249,4.5,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'newamerican', 'title': 'American (New)'}]",['delivery'],140,0
384,Supra Factor NYC,40.75675,-73.98271,10036,5,"[{'alias': 'georgian', 'title': 'Georgian'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",[],184,0
385,Chuang's Hing Restaurant,40.68924,-73.98613,11201,4,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",['delivery'],40,0
386,Sisters,40.6828717,-73.9651809,11238,3,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'newamerican', 'title': 'American (New)'}]",['pickup'],113,0
387,King Food / Halal Food,40.69326206,-73.98867757,11201,4.5,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}]",[],19,0
388,OXA House Coffee & Tea ,40.7103,-73.96513,11249,5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",[],165,0
389,Hakata Tonton,40.75002105,-73.985675,10001,4,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}]","['pickup', 'delivery']",98,0
390,Tu Do Restaurant,40.71782392,-73.99533059,10013,4,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",['delivery'],86,0
391,99 C Pizza,40.71805784,-73.98573504,10002,5,"[{'alias': 'pizza', 'title': 'Pizza'}]",[],38,0
392,Mighties,40.71827,-73.98806,10002,4,"[{'alias': 'burgers', 'title': 'Burgers'}]","['pickup', 'delivery']",141,0
393,Great Burrito,40.7428322,-73.9930115,10011,4,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'mexican', 'title': 'Mexican'}]","['pickup', 'delivery']",146,0
394,Izakaya NoMad,40.74409,-73.98945,10010,4,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'bars', 'title': 'Bars'}]","['pickup', 'delivery']",146,0
395,TenIchi Mart,40.687784,-73.990072,11201,4.5,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'intlgrocery', 'title': 'International Grocery'}]",[],40,0
396,Gracefully,40.73651681,-73.97827372,10010,3,"[{'alias': 'grocery', 'title': 'Grocery'}]","['pickup', 'delivery']",2,0
397,Chang Lai Fishballs & Noodles,40.718481,-73.994468,10002,5,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]",['delivery'],86,0
398,Nicandra's,40.69962,-73.915939,11237,4.5,"[{'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'noodles', 'title': 'Noodles'}]",['delivery'],130,0
399,Johnny's Reef Restaurant,40.83770996,-73.78267053,10464,4,"[{'alias': 'seafood', 'title': 'Seafood'}]",[],70,0
400,Obentoyasan,40.656471,-74.008412,11232,4,"[{'alias': 'japanese', 'title': 'Japanese'}]",[],8,0
401,Healthy Greens Gourmet Deli,40.73092866,-73.98917208,10003,4.5,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","['pickup', 'delivery']",109,1
402,Hokkaido Cheese Tart,40.70836,-73.86841,11385,4,"[{'alias': 'desserts', 'title': 'Desserts'}]",[],129,0
403,Hendu's Sandwich Shop,40.74790649,-73.94022425,11101,5,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]",[],23,0
404,The Baroness Bar Burgers + Beer,40.74496,-73.95362,11101,4,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",['delivery'],142,0
405,Brooklyn Crab,40.6752649,-74.016568,11231,3,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}]","['pickup', 'delivery']",91,0
406,Atoboy,40.74364,-73.98456,10016,4.5,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",['delivery'],146,0
407,El Ping?ino,40.7298,-73.95978,11222,5,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",[],124,0
408,Shiro,40.77826,-73.97794,10023,4.5,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",['delivery'],94,0
409,Mo's Original,40.66127,-73.95342,11225,4,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]","['pickup', 'delivery']",191,0
410,The Ear Inn,40.725925,-74.009489,10013,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","['pickup', 'delivery']",101,0
411,Masquerade,40.70782449,-73.95576788,11211,4.5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'persian', 'title': 'Persian/Iranian'}]",[],132,0
412,Pilot,40.69643242,-73.98900109,11201,4,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",[],19,0
413,Matchaful,40.72109,-74.00398,10013,4.5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",['delivery'],194,0
414,Capy,40.71804325,-73.99788643,10013,5,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]",[],86,0
415,Latino Bites,40.75585,-73.88258,11372,4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'colombian', 'title': 'Colombian'}, {'alias': 'burgers', 'title': 'Burgers'}]",[],166,0
416,Wings And Ribs,40.678741,-73.924388,11233,4.5,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",[],75,0
417,Greenpoint Fish & Lobster,40.724128,-73.9491199,11222,4,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",[],99,0
418,Empanada Lady,40.6819382,-73.993042,11231,4.5,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'empanadas', 'title': 'Empanadas'}]",[],59,0
419,Tortilleria Mexicana Los Hermanos,40.7066299,-73.92198,11237,4,"[{'alias': 'mexican', 'title': 'Mexican'}]",['delivery'],32,1
420,Silver Spoon Cafe,40.73875,-74.00053,10011,5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'catering', 'title': 'Caterers'}]","['pickup', 'delivery']",77,0
421,Cooper's Craft & Cocktails,40.72704,-73.9892,10003,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","['pickup', 'delivery']",109,0
422,Hero Champ,40.65584,-74.00673,11232,4,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",['delivery'],8,0
423,Weed World Candies,40.70356,-74.01235,10004,1,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'candy', 'title': 'Candy Stores'}]",[],147,0
424,Asaba Kitchen,40.686661,-73.93167,11221,5,"[{'alias': 'african', 'title': 'African'}]",[],119,0
425,One Stop Beer Shop,40.72103,-73.94074,11222,4.5,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",['delivery'],198,1
426,La Isla Cuchifrito,40.81711,-73.92271,10451,4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'puertorican', 'title': 'Puerto Rican'}]",['delivery'],136,0
427,Ovenly,40.729904,-73.959579,11222,4,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",['delivery'],124,1
428,De Hot Pot,40.66142,-73.96051,11225,4,"[{'alias': 'trinidadian', 'title': 'Trinidadian'}]",[],85,1
429,Anything At All,40.7562,-73.95504,10044,4,"[{'alias': 'newamerican', 'title': 'American (New)'}]",[],173,1
430,Nana Ramen,40.681549,-73.928995,11233,4,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",['delivery'],119,0
431,Sonia Restaurant,40.671665,-73.99118,11215,4,"[{'alias': 'mexican', 'title': 'Mexican'}]",[],59,0
432,Parlay,40.64633387,-73.9985003,11232,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",['delivery'],31,1
433,Lechonera La Pira?a,40.81565498,-73.906244,10455,5,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'puertorican', 'title': 'Puerto Rican'}]",[],42,0
434,Carthage Must Be Destroyed,40.711471,-73.935062,11206,3.5,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",['delivery'],103,0
435,Fjord Fish Market,40.674733,-73.981415,11215,4.5,"[{'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",[],76,0
