,name,latitude,longitude,zipcode,rating,categories,transactions,cluster,centroids
141,Popina,40.68736196,-74.00142519,11231,4.5,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'italian', 'title': 'Italian'}]",['delivery'],175,0
142,John's Coffee Donut Shop,40.693641,-73.966094,11205,4,"[{'alias': 'diners', 'title': 'Diners'}]",['delivery'],73,0
143,Pinky's Space,40.72355,-73.98879,10003,4.5,"[{'alias': 'french', 'title': 'French'}, {'alias': 'southern', 'title': 'Southern'}]","['pickup', 'delivery']",141,0
144,David Burke TImeout Market,40.7034191,-73.992147,11201,4.5,"[{'alias': 'newamerican', 'title': 'American (New)'}]",[],160,0
145,Leroy's,40.7335102,-73.95834024,11222,4.5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",[],124,0
146,Rosalu Diner,40.69004,-73.96538,11205,4.5,"[{'alias': 'diners', 'title': 'Diners'}]",['delivery'],73,1
147,Cee Cee's Empanadas,40.72204159,-73.98022074,10009,4.5,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'empanadas', 'title': 'Empanadas'}]",[],154,0
148,Mum Feteer,40.766842,-73.912843,11103,4.5,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'egyptian', 'title': 'Egyptian'}]","['pickup', 'delivery']",185,0
149,Sushi On Me,40.746444,-73.893947,11372,5,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",['delivery'],4,0
150,Lotus + Cleaver,40.7486281,-73.9385852,11101,4.5,"[{'alias': 'chinese', 'title': 'Chinese'}]",['delivery'],23,0
151,The Rookery,40.7073514,-73.9222454,11237,4,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",['delivery'],32,0
152,Taco Vista,40.69275589,-74.01454791,10004,3.5,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",[],143,0
153,Raffetto's,40.72816,-74.00172,10012,4.5,"[{'alias': 'gourmet', 'title': 'Specialty Food'}]",['delivery'],33,0
154,Panzerotti Bites,40.683715,-73.99227,11231,5,"[{'alias': 'italian', 'title': 'Italian'}]",['delivery'],59,0
155,Soba Totto,40.75122,-73.97317,10017,4,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'bars', 'title': 'Bars'}]","['pickup', 'delivery']",88,0
156,Traditional Chinese Food Cart,40.7293724,-73.995937,10014,4.5,"[{'alias': 'chinese', 'title': 'Chinese'}]",[],33,0
157,Thai on Clinton,40.69392537,-73.99241131,11201,4.5,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'thai', 'title': 'Thai'}]",[],19,0
158,M and J Navy Yard Sub Shoppe,40.697725,-73.972933,11205,4,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",[],188,0
159,Sidewalk Tacos,40.7284088,-73.9996719,10012,4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",[],33,0
160,The Levee,40.71633038,-73.96172047,11211,4,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",['delivery'],140,0
161,Sottocasa Pizzeria,40.688285,-73.989006,11201,4.5,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",['delivery'],40,0
162,Traif,40.710658,-73.958872,11211,4.5,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","['pickup', 'delivery']",132,0
163,Verlaine,40.720079,-73.987785,10002,4,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",['pickup'],141,0
164,Amy Thai Bistro,40.66055,-73.9604851,11225,4.5,"[{'alias': 'thai', 'title': 'Thai'}]",['delivery'],85,0
165,Little Tiffin,40.73225761,-73.95438027,11222,4.5,"[{'alias': 'thai', 'title': 'Thai'}]",['delivery'],124,0
166,Meat Asia,40.67748693,-74.0184446,11231,4,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'bbq', 'title': 'Barbeque'}]",[],91,1
167,Poppi,40.76987208,-73.96722469,10021,4,"[{'alias': 'cafes', 'title': 'Cafes'}]",[],66,0
168,Karls Balls,40.7988472,-73.96797943,10025,4.5,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]",[],6,0
169,Forno Rosso,40.694467,-73.98293,11201,4,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","['pickup', 'delivery']",40,0
170,Junzi Kitchen,40.72878,-74.00061,10012,4,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'salad', 'title': 'Salad'}]","['pickup', 'delivery']",33,0
171,NG?? Kitchen,40.63531305,-74.00996862,11220,4,"[{'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'noodles', 'title': 'Noodles'}]",[],151,0
172,Habibi Halal Food,40.7401285,-73.9855201,10011,4.5,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",['delivery'],146,0
173,Merguez & Frites,40.767726,-73.911449,11106,4.5,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'african', 'title': 'African'}]",['delivery'],185,1
174,Pozzo Vivo,40.76182,-73.98994,10036,4.5,"[{'alias': 'italian', 'title': 'Italian'}]",[],184,0
175,The Flying Cock,40.74535,-73.97821,10016,4,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","['pickup', 'delivery']",2,0
176,Dos Toros Taqueria,40.73368155,-73.98970494,10003,4,"[{'alias': 'mexican', 'title': 'Mexican'}]",['delivery'],16,0
177,Ms Yoo,40.72121,-73.98978,10002,4,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",['delivery'],141,0
178,Saraghina Pizzeria,40.6837407,-73.9353473,11233,4,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",['delivery'],119,0
179,ALIDORO,40.72572,-74.00287,10012,4,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",['delivery'],194,0
180,Hong Kong Station,40.71512,-73.99729,10013,3,"[{'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",[],86,1
181,King David Tacos,40.672302,-73.97004,11238,4,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",[],134,0
182,Veronica's Kitchen,40.7056046,-74.00642488,10005,4,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'trinidadian', 'title': 'Trinidadian'}]",[],105,1
183,Peppa's Jerk Chicken,40.7213317,-73.9883667,10002,4,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",[],141,0
184,Annie?? First Wok,40.70154,-73.98456,11201,5,"[{'alias': 'chinese', 'title': 'Chinese'}]",['delivery'],80,0
185,Upstate Craft Beer & Oyster Bar,40.726373,-73.986557,10003,4.5,"[{'alias': 'seafood', 'title': 'Seafood'}]","['delivery', 'restaurant_reservation']",109,1
186,Marian??,40.68803,-73.92722,11221,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'cafes', 'title': 'Cafes'}]",[],75,0
187,Red Bowl,40.71757,-73.99695,10013,4.5,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'gourmet', 'title': 'Specialty Food'}]",[],86,1
188,Lion's Milk,40.7159199,-73.9558,11211,4.5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'turkish', 'title': 'Turkish'}]","['pickup', 'delivery']",132,0
189,Noz Market,40.77383465,-73.9579557,10075,4,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",['delivery'],45,1
190,Frenchette Bakery,40.716923,-74.0067618,10013,5,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",['delivery'],125,1
191,Threes Brewing Greenpoint,40.73025,-73.95781,11222,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'burgers', 'title': 'Burgers'}]",['delivery'],124,0
192,Pig & Butter,40.720224,-73.988099,10002,4,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cookingclasses', 'title': 'Cooking Classes'}]","['pickup', 'delivery']",141,0
193,Great NY Noodle Town,40.71503638,-73.99711724,10013,3.5,"[{'alias': 'cantonese', 'title': 'Cantonese'}, {'alias': 'noodles', 'title': 'Noodles'}]","['pickup', 'delivery']",62,0
194,Morgan's Barbecue,40.679879,-73.974093,11217,3.5,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","['pickup', 'delivery']",134,0
195,Bistro So,40.71755,-73.95603,11211,5,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'french', 'title': 'French'}]",[],132,0
196,Arrogant Swine,40.71009569,-73.93340304,11237,3.5,"[{'alias': 'bbq', 'title': 'Barbeque'}]","['pickup', 'delivery']",103,0
197,Juban,40.74731,-74.00467,10011,4,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",['delivery'],150,0
198,The Roost,40.7290935,-73.9785323,10009,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]",[],154,0
199,Sushi Lab,40.758417,-73.983301,10036,4.5,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]","['pickup', 'delivery']",184,0
200,Tacos El Bronco,40.65237,-74.00274,11232,4.5,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'burgers', 'title': 'Burgers'}]",[],8,1
201,Luigi's Pizzeria,40.6897,-73.965369,11205,4.5,"[{'alias': 'pizza', 'title': 'Pizza'}]",['delivery'],73,0
202,Tagmo Treats,40.70763741,-74.00217503,10038,4.5,"[{'alias': 'desserts', 'title': 'Desserts'}]",[],105,0
203,Aurora,40.715621,-73.964757,11249,4,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]","['delivery', 'pickup']",39,0
204,Ampersand,40.73861788,-73.98342069,10010,4.5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",['delivery'],2,0
205,Damascus Bakery,40.70322,-73.98308,11201,4,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",['delivery'],80,0
206,Parlor Coffee,40.69748,-73.97041,11205,4.5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",['delivery'],188,0
207,Ali's Trinidad Roti Shop,40.68065,-73.95061,11216,4,"[{'alias': 'trinidadian', 'title': 'Trinidadian'}]",[],163,0
208,Llama San,40.73225,-74.00078,10014,4,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'peruvian', 'title': 'Peruvian'}]",['delivery'],33,0
209,The River Caf?,40.70386671,-73.9947936,11201,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",[],160,0
210,B'artusi,40.73401,-74.00607,10014,4.5,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",[],122,0
211,La Isla Cafe,40.71727,-73.98321,10002,4,"[{'alias': 'latin', 'title': 'Latin American'}]",[],38,0
212,19 @ Juku - Omakase,40.7146,-73.9995299,10013,4.5,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",[],86,0
213,Fascati Pizza,40.6985,-73.99273,11201,4,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",['delivery'],160,0
214,Dainobu,40.736282,-73.9972,10011,4.5,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'importedfood', 'title': 'Imported Food'}]",[],77,0
215,Tailfeather,40.69415,-73.96089,11205,5,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'pizza', 'title': 'Pizza'}]",['delivery'],11,0
216,Xi'an Famous Foods,40.72433017,-73.95092994,11222,4,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'burgers', 'title': 'Burgers'}]",['delivery'],99,0
217,While We Were Young,40.73437,-74.00272,10014,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",['delivery'],122,0
218,Ming's Caffe,40.714321,-73.990509,10002,4,"[{'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]","['delivery', 'pickup']",62,0
219,Dinner Party,40.68692,-73.97469,11217,5,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",[],190,0
220,Franklin820,40.66995,-73.95839,11225,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","['delivery', 'pickup']",3,0
221,Chez Moi,40.69073058,-73.99551244,11201,4,"[{'alias': 'french', 'title': 'French'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","['delivery', 'pickup']",19,0
222,The Bowery Market,40.72664,-73.99202,10012,4,"[{'alias': 'food_court', 'title': 'Food Court'}]",['delivery'],109,1
223,King's Kitchen,40.71399,-73.99367,10002,4,"[{'alias': 'chinese', 'title': 'Chinese'}]","['delivery', 'pickup']",62,0
224,Eastern Parkway BBQ Man,40.67045,-73.95806,11225,4.5,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]",[],3,0
225,99 Favor Taste - New York,40.7176199,-73.99249,10002,4,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'bbq', 'title': 'Barbeque'}]","['delivery', 'pickup']",62,0
226,Pips,40.690902,-73.995738,11201,4,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",['delivery'],19,0
227,YUJI Ramen,40.712527,-73.9487788,11211,4,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",[],14,0
228,The View at The Battery,40.70279,-74.01388,10004,4,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'eventplanning', 'title': 'Party & Event Planning'}, {'alias': 'wedding_planning', 'title': 'Wedding Planning'}]",['delivery'],147,0
229,Cafe Erzulie,40.6979,-73.93716,11206,4,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","['delivery', 'pickup']",153,0
230,CAVA,40.73378978,-73.98960786,10003,4.5,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'salad', 'title': 'Salad'}]",[],16,0
231,Penny Bridge,40.74835,-73.9394,11101,4.5,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","['delivery', 'pickup']",23,0
232,Freemans,40.721988,-73.992466,10002,4,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","['delivery', 'pickup']",141,0
233,Le French Tart Deli,40.6996979,-73.99207807,11201,4.5,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",[],160,0
234,Leland Eating and Drinking House ,40.67982211,-73.96511883,11238,4.5,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",['delivery'],113,0
235,Hart's Restaurant,40.68146,-73.95589,11238,4,"[{'alias': 'newamerican', 'title': 'American (New)'}]",['delivery'],113,0
236,Tiki Chick,40.7034191,-73.99234698,11201,4,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'burgers', 'title': 'Burgers'}]",[],160,0
237,Williamsburg Bagel,40.707384,-73.961024,11211,4,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bagels', 'title': 'Bagels'}]","['delivery', 'pickup']",165,0
238,Shui Mei Cafe,40.7135318,-73.9948386,10002,4.5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'chinese', 'title': 'Chinese'}]",['delivery'],62,0
239,Bac?n,40.71585569,-73.9641488,11249,4,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",[],140,0
240,Mr Khao Man Gai,40.74606,-73.94842,11101,5,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'thai', 'title': 'Thai'}]",[],142,1
241,Terasa North Ninth,40.71897,-73.95634,11211,4.5,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",['delivery'],140,0
242,Streecha,40.728496,-73.9889284,10003,4.5,"[{'alias': 'ukrainian', 'title': 'Ukrainian'}]",['delivery'],109,1
243,Blank Street Coffee,40.70318,-73.98686,11201,5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",[],80,0
244,Cutlets Sandwich Co.,40.71947,-73.95613,11249,4.5,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","['delivery', 'pickup']",99,0
245,Nobone Korean Fried Chicken,40.718069,-73.958482,11249,4.5,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","['delivery', 'pickup']",140,1
246,Sippy Cafe,40.73226105,-73.95779777,11222,5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","['delivery', 'pickup']",124,1
247,Lun?tico,40.6834345,-73.93461186,11233,4.5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",['delivery'],119,0
248,For All Things Good,40.71272,-73.957,11211,5,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cafes', 'title': 'Cafes'}]",[],132,0
249,Ops,40.70276,-73.9171,11237,4.5,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",['delivery'],32,1
250,Blank Street Coffee,40.70318,-73.98686,11201,5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",[],80,0
251,Cutlets Sandwich Co.,40.71947,-73.95613,11249,4.5,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","['delivery', 'pickup']",99,0
252,Nobone Korean Fried Chicken,40.718069,-73.958482,11249,4.5,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","['delivery', 'pickup']",140,1
253,Sippy Cafe,40.73226105,-73.95779777,11222,5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","['delivery', 'pickup']",124,1
254,Lun?tico,40.6834345,-73.93461186,11233,4.5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",['delivery'],119,0
255,For All Things Good,40.71272,-73.957,11211,5,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cafes', 'title': 'Cafes'}]",[],132,0
256,Ops,40.70276,-73.9171,11237,4.5,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",['delivery'],32,0
257,June,40.68606513,-73.99388911,11201,4,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'newamerican', 'title': 'American (New)'}]","['delivery', 'pickup']",175,0
258,Spanish Diner at Mercado Little Spain,40.7522295,-74.0010816,10001,3.5,"[{'alias': 'spanish', 'title': 'Spanish'}]",['delivery'],150,0
259,La Superior,40.71357,-73.96363,11211,3.5,"[{'alias': 'mexican', 'title': 'Mexican'}]",['delivery'],165,0
260,Blueprint,40.6769,-73.980411,11217,4.5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",['delivery'],76,0
261,Gotham West Market,40.7624395,-73.9971462,10036,4,"[{'alias': 'food_court', 'title': 'Food Court'}]",[],155,0
262,Bar B?te,40.6830416,-73.99283371,11231,4.5,"[{'alias': 'french', 'title': 'French'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",['delivery'],59,0
263,Tacoway Beach,40.58900674,-73.81224718,11693,4,"[{'alias': 'mexican', 'title': 'Mexican'}]",[],108,0
264,AKWAABA RESTAURANT,40.655952,-73.953308,11226,4,"[{'alias': 'african', 'title': 'African'}]",['delivery'],148,0
265,Island Oyster,40.69314076,-74.01626453,11231,3,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",[],143,1
266,The Four Horsemen,40.71305,-73.95732,11211,4.5,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",[],132,0
267,Smithfield Hall,40.74475326,-73.99349399,10001,4,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",['delivery'],146,1
268,Taste Good Malaysian Cuisine,40.74170903,-73.88219118,11373,4,"[{'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",['delivery'],118,0
269,Perfect Picnic NYC,40.6912874,-74.0175545,10004,4.5,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}]",[],143,0
270,Wafels & Dinges,40.73928452,-73.99893188,10011,4.5,"[{'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","['delivery', 'pickup']",77,0
271,Burger IM,40.69395919,-73.96346564,11205,4.5,"[{'alias': 'burgers', 'title': 'Burgers'}]","['delivery', 'pickup']",73,0
272,Warung Roadside,40.6967,-73.99003,11201,4.5,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'thai', 'title': 'Thai'}]",[],19,1
273,ChinelosTacos  Birria Tacos,40.72962757,-73.99663995,10012,4,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'tacos', 'title': 'Tacos'}]",[],33,0
274,Anella,40.73327,-73.95786,11222,4,"[{'alias': 'newamerican', 'title': 'American (New)'}]",['delivery'],124,1
275,The Market,40.68877598,-73.9604237,11238,4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",['delivery'],11,0
276,Helen's,40.74029833,-74.00562667,10014,4.5,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",['restaurant_reservation'],122,0
277,Knead Some Love NY,40.7663711,-74.0253715,7086,4.5,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'chocolate', 'title': 'Chocolatiers & Shops'}]",[],106,0
278,Cecconi's Dumbo,40.70330633,-73.99165496,11201,3.5,"[{'alias': 'italian', 'title': 'Italian'}]",['delivery'],160,0
279,Hibino,40.69017,-73.99637,11201,4,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",['delivery'],19,0
280,Taco Morelos,40.717799,-73.957446,11211,4,"[{'alias': 'mexican', 'title': 'Mexican'}]",['delivery'],140,0
281,Bridge Coffee Shop,40.7022171,-73.98446655,11201,4.5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'latin', 'title': 'Latin American'}]",['delivery'],80,1
282,MrBeast Burger,40.740221,-73.952686,11101,5,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'burgers', 'title': 'Burgers'}]","['delivery', 'pickup']",47,0
283,Corgi Jianbing,40.729429,-73.997216,10012,5,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",[],33,0
284,Uncle Chop Chop,40.73168832,-74.00164275,10014,4.5,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","['delivery', 'pickup']",33,0
285,Erotic Bakery,40.72506,-73.84549,11375,4,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",[],149,0
