name,latitude,longitude,zipcode,url,rating
Traif,40.710658,-73.958872,11211,https://www.yelp.com/biz/traif-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Bistro So,40.71755,-73.95603,11211,https://www.yelp.com/biz/bistro-so-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Thai Bird,40.7395853,-73.9469816,11101,https://www.yelp.com/biz/thai-bird-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Boba Guys,40.72612422441371,-73.998722,10012,https://www.yelp.com/biz/boba-guys-new-york-8?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Sushi On Me,40.746444,-73.893947,11372,https://www.yelp.com/biz/sushi-on-me-jackson-heights?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Taco Vista,40.692755886949,-74.0145479142666,10004,https://www.yelp.com/biz/taco-vista-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,3.5
Raffetto's,40.72816,-74.00172,10012,https://www.yelp.com/biz/raffettos-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Townley cafe,40.7179903,-74.0036232,10013,https://www.yelp.com/biz/townley-cafe-new-york-5?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Winner,40.66572037427356,-73.98235297899579,11215,https://www.yelp.com/biz/winner-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
M and J Navy Yard Sub Shoppe,40.697725,-73.972933,11205,https://www.yelp.com/biz/m-and-j-navy-yard-sub-shoppe-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Lechonera La Isla,40.802711,-73.934099,10035,https://www.yelp.com/biz/lechonera-la-isla-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Thai on Clinton,40.693925372884756,-73.99241130799055,11201,https://www.yelp.com/biz/thai-on-clinton-brooklyn-4?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Cha-An Bonbon,40.7293691,-73.9879042,10003,https://www.yelp.com/biz/cha-an-bonbon-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Sidewalk Tacos,40.7284088,-73.9996719,10012,https://www.yelp.com/biz/sidewalk-tacos-new-york-3?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
BoCaphe,40.74053,-74.00173,10011,https://www.yelp.com/biz/bocaphe-new-york-5?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
The Ugly Duckling,40.73281,-73.98784,10003,https://www.yelp.com/biz/the-ugly-duckling-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,3.5
Blank Street Coffee,40.70318,-73.98686,11201,https://www.yelp.com/biz/blank-street-coffee-brooklyn-5?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Clinton St. Baking Company,40.703717,-73.991773,11201,https://www.yelp.com/biz/clinton-st-baking-company-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,3.5
The View at The Battery,40.70279,-74.01388,10004,https://www.yelp.com/biz/the-view-at-the-battery-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Ashbox,40.738267,-73.955158,11222,https://www.yelp.com/biz/ashbox-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Forno Rosso,40.694467,-73.98293,11201,https://www.yelp.com/biz/forno-rosso-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Traditional Chinese Food Cart,40.7293724,-73.995937,10014,https://www.yelp.com/biz/traditional-chinese-food-cart-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Lucky Paan,40.7421500176917,-73.982722,10016,https://www.yelp.com/biz/lucky-paan-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
NR,40.770153,-73.954956,10021,https://www.yelp.com/biz/nr-new-york-4?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
H Mart,40.730358,-73.988949,10003,https://www.yelp.com/biz/h-mart-new-york-10?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Sogno Toscano Market & Wine,40.73583,-74.0019,10014,https://www.yelp.com/biz/sogno-toscano-market-and-wine-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Sottocasa Pizzeria,40.688285,-73.989006,11201,https://www.yelp.com/biz/sottocasa-pizzeria-brooklyn-3?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Jennifer's Cafe,40.725418,-73.987304,10003,https://www.yelp.com/biz/jennifers-cafe-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Jongro BBQ,40.747514,-73.986884,10001,https://www.yelp.com/biz/jongro-bbq-new-york-3?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Wild Ink,40.753754,-74.001388,10001,https://www.yelp.com/biz/wild-ink-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Tacos Cholula,40.72301,-73.98605,10009,https://www.yelp.com/biz/tacos-cholula-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Nobone Korean Fried Chicken,40.718069,-73.958482,11249,https://www.yelp.com/biz/nobone-korean-fried-chicken-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
The Hideaway Seaport,40.7080634,-74.002083,10038,https://www.yelp.com/biz/the-hideaway-seaport-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Naya,40.733470744912104,-73.99302569999999,10003,https://www.yelp.com/biz/naya-new-york-35?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Karls Balls,40.79884719848633,-73.96797943115234,10025,https://www.yelp.com/biz/karls-balls-new-york-5?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Steinberg's Bakery,40.70024,-73.95711,11206,https://www.yelp.com/biz/steinbergs-bakery-williamsburg?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Barboncino Pizza & Bar,40.67206,-73.95717,11238,https://www.yelp.com/biz/barboncino-pizza-and-bar-brooklyn-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Grimaldi's Pizzeria,40.702583,-73.9932413,11201,https://www.yelp.com/biz/grimaldis-pizzeria-brooklyn-4?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,3.5
Au Cheval,40.7183878,-74.0015522,10013,https://www.yelp.com/biz/au-cheval-new-york-7?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Saraghina Pizzeria,40.6837407,-73.9353473,11233,https://www.yelp.com/biz/saraghina-pizzeria-brooklyn-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Parlay,40.64633386735532,-73.99850029937564,11232,https://www.yelp.com/biz/parlay-sunset-park?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Little Mad,40.74502,-73.98513,10016,https://www.yelp.com/biz/little-mad-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
The Commodore,40.7138257110445,-73.9556050300598,11211,https://www.yelp.com/biz/the-commodore-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,3.5
Dos Toros Taqueria,40.7336815475083,-73.9897049423153,10003,https://www.yelp.com/biz/dos-toros-taqueria-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Stella's,40.66536,-73.98929,11215,https://www.yelp.com/biz/stellas-brooklyn-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Avenue D Pizza,40.72058,-73.978541,10009,https://www.yelp.com/biz/avenue-d-pizza-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Employees Only,40.73343,-74.00617,10014,https://www.yelp.com/biz/employees-only-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
La Vecina,40.76232,-73.9165699,11103,https://www.yelp.com/biz/la-vecina-astoria?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Charles’s Pan Fried Chicken,40.77796,-73.98054,10023,https://www.yelp.com/biz/charles-s-pan-fried-chicken-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
MogMog,40.74243,-73.95522,11101,https://www.yelp.com/biz/mogmog-long-island-city?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Charles’s Pan Fried Chicken,40.77796,-73.98054,10023,https://www.yelp.com/biz/charles-s-pan-fried-chicken-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
MogMog,40.74243,-73.95522,11101,https://www.yelp.com/biz/mogmog-long-island-city?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
The House of Hot Chicken,40.71963392976657,-74.04683762380401,07302,https://www.yelp.com/biz/the-house-of-hot-chicken-jersey-city?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
For All Things Good,40.71272,-73.957,11211,https://www.yelp.com/biz/for-all-things-good-brooklyn-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Veronica's Kitchen,40.7056045963693,-74.0064248767212,10005,https://www.yelp.com/biz/veronicas-kitchen-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Carol's Bun,40.7138317002555,-73.9914554524045,10002,https://www.yelp.com/biz/carols-bun-new-york-3?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
ALIDORO,40.72572,-74.00287,10012,https://www.yelp.com/biz/alidoro-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Great NY Noodle Town,40.7150363828814,-73.9971172437072,10013,https://www.yelp.com/biz/great-ny-noodle-town-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,3.5
Red Hook Tavern,40.67788,-74.01209,11231,https://www.yelp.com/biz/red-hook-tavern-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Alegria,40.70209,-73.92364,11237,https://www.yelp.com/biz/alegria-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Onlyone · 茶言蜜语,40.64255,-74.00201,11220,https://www.yelp.com/biz/onlyone-%E8%8C%B6%E8%A8%80%E8%9C%9C%E8%AF%AD-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Cobble Fish,40.70530194592761,-74.00257774322735,10038,https://www.yelp.com/biz/cobble-fish-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Upstate Craft Beer & Oyster Bar,40.726373,-73.986557,10003,https://www.yelp.com/biz/upstate-craft-beer-and-oyster-bar-new-york-4?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Luigi's Pizzeria,40.6897,-73.965369,11205,https://www.yelp.com/biz/luigis-pizzeria-brooklyn-4?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Annie’s First Wok,40.70154,-73.98456,11201,https://www.yelp.com/biz/annie-s-first-wok-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Eat Pretty,40.77388,-73.94806,10028,https://www.yelp.com/biz/eat-pretty-new-york-4?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Casa Enrique,40.743404338358,-73.954350367693,11101,https://www.yelp.com/biz/casa-enrique-long-island-city?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Juban,40.74731,-74.00467,10011,https://www.yelp.com/biz/juban-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Peppa's Jerk Chicken,40.7213317,-73.9883667,10002,https://www.yelp.com/biz/peppas-jerk-chicken-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Green Garden Village,40.7190136,-73.9959638,10013,https://www.yelp.com/biz/green-garden-village-new-york-3?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Ito,40.71330901722842,-74.01016682421009,10007,https://www.yelp.com/biz/ito-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Red Bowl,40.71757,-73.99695,10013,https://www.yelp.com/biz/red-bowl-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Morgan's Barbecue,40.679879,-73.974093,11217,https://www.yelp.com/biz/morgans-barbecue-brooklyn-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,3.5
Ali's Trinidad Roti Shop,40.68065,-73.95061,11216,https://www.yelp.com/biz/alis-trinidad-roti-shop-brooklyn-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Absolute Bagels,40.80251,-73.96745,10025,https://www.yelp.com/biz/absolute-bagels-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Butterfunk Biscuit,40.72613,-74.004997,10013,https://www.yelp.com/biz/butterfunk-biscuit-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,3.5
Yoli Restaurant,40.72139,-73.98046,10009,https://www.yelp.com/biz/yoli-restaurant-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Parlor Coffee,40.69748,-73.97041,11205,https://www.yelp.com/biz/parlor-coffee-brooklyn-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Forever Taste,40.71293,-73.98994,10002,https://www.yelp.com/biz/forever-taste-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
SUGARFISH by sushi nozawa,40.72511,-74.00358,10012,https://www.yelp.com/biz/sugarfish-by-sushi-nozawa-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Beepublic Coffee,40.70277,-73.9870969,11201,https://www.yelp.com/biz/beepublic-coffee-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Colonia Verde,40.6897354125977,-73.970703125,11205,https://www.yelp.com/biz/colonia-verde-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Ejen Korean Comfort Food,40.6564113,-74.0082717,11232,https://www.yelp.com/biz/ejen-korean-comfort-food-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Pi Bakerie,40.70725331933702,-74.00821327133227,10005,https://www.yelp.com/biz/pi-bakerie-new-york-3?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Llama San,40.73225,-74.00078,10014,https://www.yelp.com/biz/llama-san-new-york-4?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Jerk Pit,40.6598766701841,-73.95034739963097,11225,https://www.yelp.com/biz/jerk-pit-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,3.5
The River Café,40.703866713051106,-73.99479360219303,11201,https://www.yelp.com/biz/the-river-caf%C3%A9-brooklyn-3?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Koko’s ,40.71114001497747,-73.9483030367001,11211,https://www.yelp.com/biz/koko-s-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Dominique Ansel Bakery,40.72516,-74.00296,10012,https://www.yelp.com/biz/dominique-ansel-bakery-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
La Isla Cafe,40.71727,-73.98321,10002,https://www.yelp.com/biz/la-isla-cafe-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Chinelos Tacos NYC,40.7423518016186,-73.9599615129021,11101,https://www.yelp.com/biz/chinelos-tacos-nyc-queens?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Fascati Pizza,40.6985,-73.99273,11201,https://www.yelp.com/biz/fascati-pizza-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Ost Cafe,40.71445,-73.98214,10002,https://www.yelp.com/biz/ost-cafe-new-york-3?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Sushi Lab,40.758417,-73.983301,10036,https://www.yelp.com/biz/sushi-lab-new-york-5?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Boutros,40.6901481293837,-73.9935445412993,11201,https://www.yelp.com/biz/boutros-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Damascus Bakery,40.70322,-73.98308,11201,https://www.yelp.com/biz/damascus-bakery-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Bel Ami,40.7689753,-73.9670732,10065,https://www.yelp.com/biz/bel-ami-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
