name,latitude,longitude,zipcode,url,rating
Canal Street Market,40.71897,-74.00102,10013,https://www.yelp.com/biz/canal-street-market-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Cafe Habana,40.722998,-73.994171,10012,https://www.yelp.com/biz/cafe-habana-new-york-4?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
S Wan Cafe 洋紫荆,40.71725,-73.99254,10002,https://www.yelp.com/biz/s-wan-cafe-%E6%B4%8B%E7%B4%AB%E8%8D%86-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
ICHIRAN - Times Square,40.76004,-73.9833,10019,https://www.yelp.com/biz/ichiran-times-square-new-york-4?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Chiko,40.7319,-73.95422,11222,https://www.yelp.com/biz/chiko-brooklyn-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Xi'an Famous Foods,40.740203,-74.001963,10011,https://www.yelp.com/biz/xian-famous-foods-new-york-40?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Fishmarket Restaurant,40.70717,-74.00192,10038,https://www.yelp.com/biz/fishmarket-restaurant-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Ho Foods,40.72634,-73.98478,10009,https://www.yelp.com/biz/ho-foods-new-york-3?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
MOKYO,40.727223,-73.983878,10009,https://www.yelp.com/biz/mokyo-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
The Tyger,40.71888,-73.99951,10013,https://www.yelp.com/biz/the-tyger-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Taqueria Ramirez,40.727876136419724,-73.95699203025863,11222,https://www.yelp.com/biz/taqueria-ramirez-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Banh,40.80085,-73.96562,10025,https://www.yelp.com/biz/banh-new-york-3?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Cheong Fun Cart On Rutgers,40.71395,-73.98996,10002,https://www.yelp.com/biz/cheong-fun-cart-on-rutgers-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Lillo Cucina Italiana,40.69023,-73.99634,11201,https://www.yelp.com/biz/lillo-cucina-italiana-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Parisi Bakery,40.7211836,-73.9954365,10012,https://www.yelp.com/biz/parisi-bakery-new-york-4?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Woorijip,40.74747,-73.98648,10001,https://www.yelp.com/biz/woorijip-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Mika,40.705116,-73.931991,11206,https://www.yelp.com/biz/mika-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Birria-Landia,40.747258,-73.887784,11372,https://www.yelp.com/biz/birria-landia-jackson-heights?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Di An Di,40.72969,-73.95827,11222,https://www.yelp.com/biz/di-an-di-brooklyn-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Oxomoco,40.7299099,-73.95548,11222,https://www.yelp.com/biz/oxomoco-brooklyn-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
46,40.7152930293439,-73.9986442157158,10013,https://www.yelp.com/biz/46-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Landhaus,40.7043648,-73.9933243,11201,https://www.yelp.com/biz/landhaus-new-york-3?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Spicy Village,40.71695,-73.99327,10002,https://www.yelp.com/biz/spicy-village-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Aoi Kitchen,40.72683167,-73.98754333,10003,https://www.yelp.com/biz/aoi-kitchen-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Don Wagyu,40.76234,-73.996759,10036,https://www.yelp.com/biz/don-wagyu-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Lion's Milk,40.7159199,-73.9558,11211,https://www.yelp.com/biz/lions-milk-brooklyn-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Russ & Daughters - Brooklyn,40.69799,-73.97116,11205,https://www.yelp.com/biz/russ-and-daughters-brooklyn-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,3.0
Jajaja Mexicana,40.75264793272132,-73.99981519174997,10001,https://www.yelp.com/biz/jajaja-mexicana-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Samurai Mama,40.7140208838114,-73.960325717926,11211,https://www.yelp.com/biz/samurai-mama-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Turntable Chicken Jazz,40.74828,-73.98649,10001,https://www.yelp.com/biz/turntable-chicken-jazz-new-york-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Kiki's,40.7144971858255,-73.9918553931336,10002,https://www.yelp.com/biz/kikis-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Ayat NYC,40.6241292388192,-74.0309519868987,11209,https://www.yelp.com/biz/ayat-nyc-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Tadaima,40.656024,-74.006553,11232,https://www.yelp.com/biz/tadaima-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Ensenada,40.7105293956958,-73.95418263068801,11211,https://www.yelp.com/biz/ensenada-brooklyn?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Peck's,40.693489,-73.967376,11205,https://www.yelp.com/biz/pecks-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Howling Jeng Pop up Location,40.72467,-73.95117,11222,https://www.yelp.com/biz/howling-jeng-pop-up-location-brooklyn-3?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,5.0
Daily Provisions,40.73768,-73.9876685,10003,https://www.yelp.com/biz/daily-provisions-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.5
Taiwan Pork Chop House,40.71424,-73.99799,10013,https://www.yelp.com/biz/taiwan-pork-chop-house-new-york?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
Five Leaves,40.72371830945,-73.95159863632,11222,https://www.yelp.com/biz/five-leaves-brooklyn-2?adjust_creative=cPvoAldHXmIlE5jmZCnL3A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cPvoAldHXmIlE5jmZCnL3A,4.0
