Urban Pads,100.0
21 Chelsea,39.683396936040246
250 East Houston,57.65433373222747
The Ludlow,57.896384689455566
Avalon Bowery Place,55.987336947269654
The Greystone,0.0
Loftey,29.815730634600317
Post Luminaria,42.35654909299587
The Lanthian Apartments,36.181058068981656
MiMA,23.609904731355623
The Dylan,34.11617164511875
24 Fifth Avenue,48.14349644042269
AVA Fort Greene,85.77643864254824
The Courtney House,44.484059621346844
The Dakota,6.316598240730407
The Brooklyner Apartments,87.58417794016756
95 Wall,77.30839776054489
AVA DoBro,88.28744127697603
Astoria Apartments,8.462362685946808
Historic Front Street,74.36908095145819
APT212,55.66888100528498
The Tate,34.61326110382091
Urban American Management,35.460110938799936
77 Hudson,70.59602908307085
Gotham West,21.143935742466862
200 Water Street Apartments,74.51673587146814
3333 Broadway,0.0
Prism at Park Avenue South Apartments,37.04432596067771
East Village Apartments By Sudha,54.791779714572364
The Churchill,31.64115049576468
SharedEasy,0.0
City Wide Apartments,27.418285943389304
Murray Hill Marquis,34.32471742734949
Nooklyn,58.862414694968464
146S4,65.71144681857628
Atlas New York,29.32622546038276
70 Pine,75.68993817034382
Building Equity Management,33.353806279683795
The BLVD Collection,62.85687578897978
AKA Central Park,16.547234000870297
75 Wall Street,77.13651383455503
Village Dwellings,48.137209172061326
Barclay Tower - Glenwood,69.95198316276071
424 Bedford,68.05587892528564
The Modern,0.0
Windsor at Liberty House,72.0989093248543
The Pinnacle,56.38018239221218
The Albert,48.278723628594484
City Tower,88.81050999945083
Herald Towers,32.05820766832052
Tribeca Park Luxury Apartments,65.00114890394774
The Edge,57.92778819272659
388 Bridge,88.5333124617345
Beatrice Apartments,34.52161756883555
34 Berry,55.47876692723711
Noonan Towers,0.0
Orion Condos,24.556618576532983
66 Rockwell Apartments,91.59225455308663
170 Amsterdam Apartments,7.559553659181226
DVORA Art House,64.14727946066998
88 Leonard,64.76219097494774
The Vanguard Chelsea,37.76529588245648
Avalon Willoughby Square,88.33332669920256
Chelsmore Apartments,42.29386654897178
INSTRATA Gramercy Apartments,41.65103111550336
21 West End,10.772024353608238
London Terrace,35.092737045697035
One Hudson Yards,30.483331735521812
20 Exchange Place Apartments,76.76328136083643
Sky,22.06462973319257
One North Fourth,58.088923650192086
Brick & Mortar,58.55205320738704
Avalon Riverview,32.722190644060376
175 Kent Apartments,59.53424870865629
The Westport,14.654133713399169
StuyTown,47.98635137808996
The Nicole,16.174937685734136
TF Cornerstone,91.6959905815149
180 Water Street,74.98209528127379
Metropolis,27.99162616449358
600 Washington Apartments,51.737604720298
Avalon Brooklyn Bay,100.0
325 Kent,64.38063105257015
110 Horatio Street,44.24527519597424
89 Murray,67.4639291103938
VIA 57 West,12.367372993218048
The Markle Evangeline Residence,44.4233571079052
Northside Piers,59.170661442519545
Estuary Apartments,22.78178999683916
267 Pacific,92.62313979587205
The Eugene,30.502742763811362
Kips Bay Court,39.06933395153868
Luxury Apartments LIC,27.001794872063144
Chrystie,57.079486275721884
Our Lady of Good Counsel SRO,86.36038168285313
The Addison,91.59815525600082
Lenox Terrace Leasing,0.0
Newport Jersey City Apartments,58.7406160552631
Hub,92.47241809029832
Watermark LIC,29.705236950246643
The Sagamore,0.0
Halo,29.998795750107494
EOS,33.665974029667325
Frontier Luxury Apartments,31.403216286042046
AKA Sutton Place,21.864848020639776
461 Dean Apartments,97.67808304640616
DKLB BKLN,89.9526414248383
Icon Rental Apartments,21.20335612705575
Sloane Chelsea,29.369148737105167
Harrison Urby,61.399297172347936
The Apartment,41.803787314513976
Mandalay on the Hudson,63.325737976510474
Mantena Apartments,26.559098860177485
The Colorado,2.3122339870648645
Kings and Queens Apartments,45.43349021830194
Chelsea Stratus Condo,37.40956057020537
TOWNSEND,27.451150057464275
West 54th Apartments,15.577343069874722
The Nathaniel,48.319010463106174
NYC Brooklyn Apartment & Bed and Breakfast,91.96632700880525
Big Apple Living,34.27286993807624
The Lexington,40.654886769748195
The Solaire,66.44980937750248
REAL New York,59.60046194841274
60 Water Street Apartments,67.7666901835411
Modera Lofts,65.4299799553796
Skygroup,64.89396276946998
777 6th Avenue Apartments,36.15539758025211
LeFrak City,39.21214982575699
Silver Towers,22.51595161033069
22 River Terrace,65.53441973055955
The Caroline,38.801575699851284
Waterline Square Luxury Rentals,10.610828295827801
Two Trees Management,77.52733249334386
MetroNest,50.80986930873196
Parker Towers,51.47745675266391
Highline Residential,30.59021179474665
Hayden,29.100637280388874
Parc East Apartments,39.692288148229764
Longacre House Apartments,19.74507306907703
Home New York,75.88884274178263
House 39,31.45306025229325
Wood Vitalize,6.2253705812093685
Jackson Park,27.873823279079442
25 Jay Street,75.757398969758
Alexander,41.96424427389832
BKLYN AIR,84.70680206017502
The Eagle,86.5218041117279
Chelsea Landmark,37.038529116849155
Avalon Clinton,16.777937538852463
Hudson View Gardens,0.0
OHM,30.1550778276948
The Balton,0.0
Crescent Club,25.28993253063386
Cooper & Cooper Real Estate,30.547935628284723
Sanctuary Guest Suites,59.53839578928936
Instrata Brooklyn Heights,87.05480496589237
Avalon Union,100.0
The Alabama,47.28057539942502
180 Montague Apartments,86.8752890439126
NY Casa Group,77.87538101161141
RiverHouse 11,12.120838669767068
AVA High Line,31.48270015014346
The Ashley,9.258076371482424
View 34,35.55185490804726
Bayside Bay Club,4.000008218623918
The Amberly Apartments,81.75075183497087
Park + Garden,31.33413450066168
15 Park Row,70.84371271952553
111 Worth Street Apartments,65.84552202604574
Leonard Pointe,57.76548703943783
Parkchester South Condominium,0.0
BKLYN  Gold,83.46699136355537
