name,id,latitude,longitude,zipcode,rating
The Brompton,OZ0nn09jQrMzhAS12E4J2w,40.7780789583921,-73.9542143046856,10028,4.0
Brick Real Estate,tbZhCCsQMYffkUNEuq0jcg,40.6912499,-73.9971,11201,2.5
Time Equities,8ScKgzU31koJUr8_D5WxTw,40.734733581543,-73.9940567016602,10003,3.5
Batra Group Real Estate,Zz_KYjH8FUuK_ej8_A_tZw,40.74419845758583,-73.98539296838375,10016,5.0
Anagram NoMad,_1vG_Yd8k0TddE7-LfdOFg,40.7448559,-73.9861526,10016,1.5
Aurora,F-lguq1PdtZti5rPwynITA,40.7501,-73.937219,11101,3.0
Brooklyn Prime,heLa59igAtZEI_eSnvbKIg,40.71365,-73.95123,11211,4.5
Emily Sarrat,Wu31p7eyMnuExhKG9SsRfw,40.7261258,-73.9956614,10012,5.0
Posthouse,UG60TzP6WspM4x1U9txMdA,40.69343,-73.96448,11205,2.0
S & H Equities,DqNVVILjNi5waqxVX9R52A,40.72197,-73.98765,10002,5.0
Midwest Court,KW1qknUTflrHG3cOgOcYzw,40.7654991,-73.9886169,10019,2.0
Skyline New Rochelle,IrjNSkkXl1SLSJmNoKkH5Q,40.90926265501072,-73.78338043005942,10801,2.0
The Green,fx466ZkJzPV7_NrcXwkGaQ,40.79539,-74.19773,07003,4.0
Merlot Management,SpODwN-1ZmfVpjE5kTcl0g,40.79114,-73.97306,10024,1.5
Washington Geo Plaza Apts,I7OlINQsipMZv1FdsF7luw,40.75044,-73.89247,11372,4.5
Town Soho,vHeuiwAl5X2IBCP4CId3lg,40.722401,-74.003487,10013,5.0
"New Vista Horizons, Inc.",FtokmI6ICY7aWxv0XvxMiQ,40.746505,-73.985473,10016,3.5
Waters Edge At Elizabeth,CmbtdWQGggi7ll_-eMod4Q,40.6489010900259,-74.183466732502,07206,3.0
Union Square Property Management,Xgco-Nyg_DT3QVHmxgrIRA,40.72863,-73.98805,10003,5.0
Avanguard Realty,Hnjl7TDns8LUVyBN1x8ZFw,40.7662961,-73.9205339,11102,4.5
Pan Am Equities,ae3JDVD8AcICGOMWCrDaVQ,40.7513642,-73.9718439,10022,2.0
110 Livingston Development,gRMruanvmhEJQrKJj6JJeQ,40.69099,-73.98979,11201,1.0
Avalon at Wesmont Station,jrOKJ2zihw0dJO4O3vTguQ,40.844326,-74.087406,07075,2.5
Gutnick Realty,W8bJvWlCqXNeybmdiA1ahg,40.6683,-73.949943,11225,5.0
Dharma Home Suites,mTwgMjLimMv4w0OGDt-d8g,40.719826,-74.037109,07302,2.5
La Premiere,u23PhsS6vIcTW2JtM5DU8Q,40.7647245,-73.9827009,10019,1.5
Soho Lofts Jersey City,veKfOc8_DzKnV5IDRbY2yQ,40.733093687449774,-74.04520460230724,07310,4.0
800 Sixth,4xSPTfp-TcjjE14qFhGMvA,40.7453911,-73.9904866,10001,2.5
Doric Brokerage,ZeS-LBGPyMhLWQCWkESy9A,40.62571,-74.02377,11209,1.0
Shore Towers Condominium,GrZq3-0HGhDjIIHmBhUEtA,40.776073,-73.929054,11102,3.5
The Biltmore,de-hm_ew9WBcX3esBdjXPA,40.7604348,-73.9870458,10036,2.0
New Bedford Management,cKbuiYPEUl1niJU-gQKVsA,40.73829,-73.9826,10010,3.0
Roosevelt Landings,_EMflP4_MWUU87uC0Y-AmA,,,10044,1.5
71 Broadway Apartments,0-QfiqJD30CDXrr9pH4pAA,40.70736,-74.0122,10006,4.0
TF Cornerstone,Cxa14NQBIjbHg2VLEPS4rg,40.7472382,-73.9559937,11109,3.0
Solil Management,8t6WhilIdbm1VLVQWYgSLQ,40.74899,-73.98625,10001,1.0
Brooklyn Heights Real Estate,aCFsGbP5Y6Q9VEF-QaSJ8Q,40.694198,-73.992988,11201,4.0
Marc 900 8th Avenue,9Ka5mXJLwVR_QGIgf-I6FQ,40.76429,-73.98439,10019,2.0
The Buchanan,NoqOKV63nPJFbuRLLl1ojw,40.75464,-73.97211,10017,3.5
One Day Bath NY,ottvCgb6kMIl7Zr7puJr4g,40.62374,-74.00365,11219,5.0
The Pearson Court Square,cjScf8e9YSjdF0ttIlbE-w,40.7443832001084,-73.9443612394904,11101,4.0
Bohemia Realty Group,6RLUQ9SwIFJN8hVWrrnmJQ,40.804079900497726,-73.95506806649156,10026,4.0
151 East 80th Street,-OX910zuce1VoHtHZdp2Lw,40.7756353,-73.9581411,10075,2.5
Crystal House,T29ENSXk_k9MEUAZzYQcog,40.855859,-73.862598,10462,5.0
Chatham 44 Condominium,8xdfVUzk0OT0UK_W3yUUxw,40.76066,-73.99428,10036,4.0
Blueground,naFsJhAPxfMjWvDxCkS13Q,40.7484834,-73.9892864,10001,3.0
27 on 27th,T98vIlN93-55lZhXaKDJrw,40.7493746690124,-73.9403379394322,11101,3.0
"Urban Real Estate of New York, LLC",-3wxpWW41r1L-K_6uwfr3Q,40.7371068,-73.9905693,10003,2.5
The Highlands at Rye,WMrYrsvd8P6_dX_TC7U7OA,40.9866753,-73.6842821,10580,2.0
Carrie Bradshaw's Apartment,w4ycLeTQOfQw20JsWQVP3w,40.7353277,-74.0037775,10014,3.5
Berman Realty,20mNm-dhezhZEx-bNPCgZQ,40.6741612454151,-73.975818157196,11215,4.5
Nycha Smith Houses,3Pe1zUePNAEh08xKFH056A,40.7086613,-73.9990228,10038,2.5
Karin Carson - Keller Williams Realty,OC_RkH2vtQkkR0vKvn0IfQ,40.84266,-74.20835,07043,5.0
River Crossing,zrt1YCzpLJOHmhdIiXsJ6w,40.78635,-73.9424379,10029,1.5
Camelot at Bayonne,DsAjex0yIxL7Bcu7AChlIA,40.6479496776614,-74.1381945148097,07002,3.5
Brooklyn Vertical,2WMddrAWup0zQvElZAJzBA,40.676372,-73.95071,11216,3.5
Margules Properties,u6LR73M7DMsf0ZE2vTijhg,40.7431082701935,-73.9800645,10016,2.5
Alta,0_43oSoM3d1ffgyPv6MsIw,40.749102,-73.936323,11101,1.0
Aamen Realty,91tYxZa4vOgQevakSKLWGQ,40.77479,-73.91186,11105,5.0
Beach Haven Management Corporation,_Lg8xOAGohedyRjhCzt5VA,40.5861,-73.96821,11223,3.0
Buono's Flooring,PciKpAsfUv_UauUZTXau0w,40.591,-73.97044,11223,4.5
Essential New York Real Estate,SHNFLHXQt53UN_B6t1DFLQ,40.76523,-73.97557,10019,3.0
Eleven33,WeQbtDaAWbHji0FUg4hj9g,40.73698,-73.95554,11222,4.0
Maple Gardens,u2C5eSRfIIHH1m6ZzCkv4g,40.729769,-74.22151,07111,2.5
City Flats,pMyf5SeucCBaSI9T5V2wvw,40.6618195,-73.9617081,11225,1.0
Crisari Realty,7nTtgO6KLS6ZyR_EwO_-Zg,40.72924,-73.980293,10009,1.0
172 Montague,dGjjsMQGNu9PyQ0VS01Yfg,40.6941085669666,-73.9922677925098,11201,4.0
Jessica White - The Corcoran Group,KoPTyigjBRFP2bQX9g4Snw,40.71578341568682,-73.95980169461339,11211,5.0
Ivan Mijalkovic- Corcoran,S0f90B3oRLz9fzPzUpgsmQ,40.74458,-73.95378,11101,4.5
The Clutter Whisperer of New York City,8NCzc4ieY9Iqzo_EaeU0WQ,40.748102,-73.974019,10016,4.0
Horderly,uzCJkmQZJz2lDg7X2qB3Dw,40.75095,-73.99811,10001,5.0
Bellini Terrace,mKxk-pHBHRSp8JY9cO3x1Q,40.636791229248,-73.9721984863281,11218,1.0
Marjorie Thompson- Washington Realty Corp.,EWWyfUeAJVxxBDRuOg_8Jg,40.673025,-73.963211,11238,3.0
Spanish Princess Cleaning Services,1Vo4hzvrkV-xomwiWUD_1w,40.7185087,-73.9821796,10002,4.0
990 Avenue of the Americas,P1e2wNolA-t5dBkx6bQx4w,40.75125,-73.98626,10018,1.5
The Marc,igxu0rx_67oznyKdL4TcSg,40.7645394,-73.983898,10019,2.0
Platinum Properties,bDFFcYOe8B-0620Xhypq9A,40.7051415,-74.0067386,10005,4.0
100 Barclay,oKKiFiTXPYnoyzMBaRn9cA,40.7140165703967,-74.0127071748514,10007,4.0
TF Cornerstone,bbOkOXwPilEjYMgZjMRWcQ,40.70643,-74.0098,10005,2.5
The Hammel,_MOc7o5hx0UxmCpQOu01Qg,40.913013,-73.785273,10801,4.5
Toscano Floor Designs,0idUyFNBUmWUtmduE5YVDQ,40.7569710529965,-73.9361928,11101,3.5
59 Kent - The Landmark Pencil Factory,Pv9BJv2Y7MOQPMxaX_b7EA,40.7305254042149,-73.9588075876236,11222,2.5
Wall Patch,EV_WtQptf5wIxZL1ZGDA9Q,40.67133,-73.93645,11213,5.0
Student Rental NYC,5GEVSWMTNkMyFd6YXwCp1Q,40.733203,-73.986251,10003,5.0
Doorkee,zT6JX9M71PDgdiuGiumEtA,40.7527046203613,-73.9725646972656,10017,3.0
The Corcoran Group - Brooklyn Heights,AZwbUKUH-0WvzCc2tVHmBA,40.694618,-73.994514,11201,3.0
Renoir House Apartments,voaCXRGfBjZa1dRQ3i4nsw,40.763812,-73.963477,10065,1.5
Novo Boutique Living,93cdK51QrOWL-9jmqR1Vow,40.72334,-73.99249,10002,2.0
"California Closets - New York, NY",gDAKTv-VvkGCj6AFipqqkA,40.775747,-73.94751331165673,10028,3.5
The Murray Park,TE3PKgQFVGpEd_B0HBUs7Q,40.74633,-73.98032,10016,1.0
The Sovereign,oA_WgUm_VTNNH-vQrMAy6Q,40.75843,-73.96063,10022,3.0
Murray Hill Crescent,A-rViLqXeFhqhWeMJQ0vTA,40.74663,-73.97598,10016,5.0
Hunter's Point South Commons,qcVbeGp8XjF-c_3INBa8gg,40.7435145429437,-73.9591916,11101,1.0
Olympia House,iJUH9h8w5AraHvDYOAcYxQ,40.7514807,-73.9717502,10017,3.0
L Nelson & Associates Real Estate,GLya_J0WsNRfnv7K2qG97Q,40.689712,-73.970436,11205,4.5
Sovereign at Shipyard,DU4TydnStq_T9Mxt2c3IbQ,40.7529944,-74.0239383,07030,1.0
Luxe Micro,TBUGQbd-1xAy3ywnf82ETw,40.721263,-73.999325,10013,1.0
Loisaida Realty,hoJDf3B8zX7a9ks9juCn9g,40.72512,-73.976325,10009,4.5
The Stratford Luxury Apartments - Glenwood,aEQgMBIQkGKwc39LMyryYQ,40.768016,-73.953407,10021,1.0
Christina Brown Gardens,Z2-uQZqdcc5TvxNQkSd5hA,40.6743924,-73.9577814,11238,4.5
Delshah Capital,v79guLdes7HPnkDUvQ2UUQ,40.7495978218333,-73.9795303344727,10003,2.5
Daniel Kuperhand - B&H Properties,c6he7S48Bmbqu6p6sCksAA,40.6875866,-73.9795133,11217,5.0
The Hawthorne Apartments,M52hB3qGbHV8yYKQQwlDOg,40.660361,-73.696054,11580,4.0
Vandeveer Estates,ZJdHItzvZUU4lvQJt0wejA,40.638597,-73.9426262,11210,1.0
Trump Village,E4YmGrjTHZ8XjAZVDy5amw,40.577426,-73.973792,11224,2.5
Seaview Apartments,yjnTMj-E5kj_XdfEzuj-EQ,40.5944059,-74.0711359,10305,2.0
Arabella 101,5GFUJC46S0_57HxBI92ZvQ,40.723476,-73.976578,10009,3.0
Townhouse Management Corporation,n3niFExnliXv4XtMRgxAnA,40.75968,-73.98993,10019,2.5
The Gateway,SdzrzK8cnenf-hOLSb0Nvg,40.746828,-74.260812,07079,5.0
Quintess Real Estate,9AaXYh0SNDg9wQZXB48_Aw,40.662511,-73.96142,11225,1.5
Bonnie Berman,_OZdH3BnZwtNOREZ7Fd6Jg,40.735191,-74.002479,10014,3.5
Ryan Fazio - Bond New York,KMHB0xS6QgiuzJQYHB5qug,40.73459,-73.9909799,10003,5.0
Quarters,nnjEyG69j7PGVAotOBriFg,40.71723,-73.9903999,10002,1.0
50 Columbus,YcsYkbDTbERn8XxEHG9asA,40.7186737,-74.0397491,07302,2.5
Cityproof Windows,0dsJG00k042u9WLhKrhElA,40.7520943,-73.9482346,11101,4.5
Queenswood Apartments,ADdkp4vNkYAdk98UVJvKBQ,40.7387,-73.85897,11368,2.5
Hippodrome Concierge Services,5G4RlDyI3jVrMrVKwFuT2Q,40.723263,-73.849937,11375,4.5
The Pier Apartments,bWWG6uGvyIJVS7_PYSLdaQ,40.719399,-74.031981,07311,2.5
Murray Hill Tower Apartments,pC_UolR_BHICcQ44jblK7w,40.7488566,-73.9732339,10016,3.0
Overall Assembly,sF0M8CTO-nsRfnSe7q_TLQ,40.7400207519531,-73.9855270385742,10010,4.5
Tungsten Property,vYrZ3dBYYfG3gj8Xu9Bacw,40.7207273984451,-73.9983703297279,10013,3.0
New York City Electricians,9SLKERjeQ6iGBOUgyxmd-w,40.72824634824145,-73.98706301719668,10003,4.0
The Bromley,Ko3UzUt96CLy_PgpODxMTQ,40.78637,-73.97736,10024,4.0
Shore Haven Apts,r77ZG5sZOw0d8dUDDAwHLg,40.59867,-74.00191,11214,2.0
233 Schermerhorn Lofts,AyM2VRhgI9rqJr9P2r6LLg,40.688603,-73.9847042,11201,2.5
Standard Living Realty,DhH2TOmU-jjDgk6IMGZ1QQ,40.66963,-73.99287,11215,1.5
Ocean Towers,7vYgkTyWPVaCl4RPM7Ymmw,40.57439,-73.99106,11224,2.0
Crown Heights Apartments,vQ46oQr7ZLGSxvI7sgkHzA,40.6713636,-73.9432632,11213,2.0
Manhattan Life Real Estate,BRnbINYeyZn5EWcRS4BYiQ,40.717946,-73.985018,10002,5.0
HZ Computer,1AfQO1ZDDa0ECz-aumeZrQ,40.71480120770507,-73.99084830000001,10002,5.0
Silklofts,64pl74z8kmbC4285MysrLw,40.65859,-74.1191,07002,2.0
Reis,hiaDdie6N69oWXlyHuk5tA,40.7578609,-73.9824298,10036,1.0
A to Z Renovations,4BgqfbDg1vND9ghpzxdx0A,40.61743,-73.94198,11234,4.5
Carnegie Park,Lj-jpy8gBktrY1RG1Wmj3g,40.783672,-73.949188,10128,3.5
Village Living NYC Rentals,modhxYV-qz7_in1rt-8rpA,40.7331332,-73.9914431,10003,3.5
77 Park Avenue Apartments,YXMuZRqrD1SrE3_aH5SzWA,40.7364674,-74.0337599,07030,2.0
Embassy House,HmC3ThBjzIcmttivtu_fSg,40.75295,-73.96951,10017,3.5
The Alexander,VDzcfqSDZupZjxp44FQx2g,40.81641232243824,-73.98168607054953,07020,4.0
Midtown Luxury Skyrise,JNKcbi1h4_vF259Zb7P6WA,40.7602538,-73.9675441,10022,5.0
Embankment House,5L_ZIy4QZC9-j08qWHr-pw,40.7292813,-74.0454248,07302,3.0
101 West End Apartments,JLTOlpmxiXmj7O8ONHrQYA,40.7751499,-73.98838,10023,1.5
Andy Ryan Photographer,QOANUlomddwVrhS4YwYMsg,40.71217,-73.96372,11249,5.0
Palisade Terrace Apartments,6XoaLDIOaASwGQkNcLGbjQ,40.84447,-73.97214,07024,5.0
Crystal Green Luxury Apartments - Glenwood,v_biIX4cDszbX81zXqCJOA,40.7558762,-73.9925074,10018,3.0
Sovereign Associates,D32R15kv2iJBXF1DSsGaZA,40.8137,-73.9602139,10027,4.5
"Urban OrgaNYze, LLC",7K3SpnhCLHTk8R-B_HMWGw,40.7627550400629,-73.9813574389648,10019,5.0
Brooklyn Warehouse 180,RyAZnZ_zfOmgqa4qUNLjog,40.69829,-73.98428,11201,2.0
Galaxy Towers,civJdPJ0546bjHBcmTaI1g,40.7914658635855,-74.0004502236843,07093,3.5
Spring Creek Towers,gBiAg7p4pojUlvY3Y9xYuQ,40.650168,-73.883684,11239,3.0
12 East 88 Street,DVxR-23QqiD7EhXcjrlxmw,40.78236,-73.95859,10128,5.0
Twenty50 by Windsor,NpSWeBBQ-xEmmtzBnlAPsQ,40.8523738849593,-73.9651960891221,07024,4.0
Citi Living Solutions,22WW0IvdK3gWwlo2ng_Y0w,40.7193370800664,-73.842835597099,11375,3.5
RiverParc,NY90A873gQtBKonuJGW9Iw,40.782264,-74.007819,07086,2.0
Nooklyn,EV_Q_rHEykY1q5MgEdydJQ,40.7083666588164,-73.9219340344455,11237,4.0
The Clermont Armory,cX_OaAFq8dvLfZr10I1GeQ,40.6924599,-73.97054,11205,3.5
Classic Realty,4QJh_lEDMkC_PCBVQjVoVQ,40.76005,-73.97244,10022,1.0
Rol Realty,APGNK8rxWs3nAtz_Q6BD0Q,40.76609,-73.98683,10019,1.0
The Pierrepont,OwWOmn4DVzTXtLmrwlAafw,40.69465036271061,-73.99149630059432,11201,5.0
Tapiro Realty,W1qTN7rvp07nTgJAfhi6_Q,40.65431,-73.9526999,11226,4.5
Big Apple Locksmith,OVs0-eFkaEwiarNNyhoAgw,40.695013,-73.982843,11201,4.5
Serone Realty / Michael Sloan,17jkUFu1snrNjwOZAlpVQw,40.7321607,-74.0018007,10014,1.0
The Monarch,zcz_Lh8YNs6k9GLfY8mNxA,40.80849,-74.082355,07073,2.5
Window Horizons - Hunter Douglas Shades And Blinds,s2r5kb819VGPpHpKmd3rig,40.78893,-73.97063,10024,5.0
Awaye Realty Management,cIibi82caftso-o78gjjrw,40.67572,-73.99937,11231,4.0
Bonnie's Maids,CExTPPpWL_OBQPnJ1wAvRA,40.729795,-74.033518,07310,4.5
IFloorNY Hardwood Flooring,X1z2iIXaIurKmlm7v3L2fA,40.624443,-74.026966,11209,5.0
Brooklyn's Best AC,b8-m30FT_0XBRrS8McjY9w,40.6712471,-73.9576572,11238,4.5
Park Plaza Owners Corporation,7QyrKgXf3C0SKqhZdX0xjg,40.7336552,-73.8621051,11374,3.0
500 Sterling Place,41A-4BDQ7u7uQu2Xumzo8Q,40.674093,-73.961809,11238,1.0
G&G Tub & Tile Reglazing,I6U5T9lQ8V94SmwV1da0wA,40.662129,-74.000193,11232,4.5
Choice New York Companies,5PSrFsIp4i-WZma35JDSQw,40.749913,-73.994405,10010,2.0
West 96th Apartments,RrNic3YUgPRdgrn1H73cfg,40.793337,-73.967587,10025,2.5
Lang Realty,xRZmagg2KFk8YWh--adBOg,40.671475,-73.950044,11216,3.5
Roeblin Group,VcdBwsh3Rzydv7kCquZk6Q,40.71561,-73.99027,10002,5.0
540 West,OtNJqeBwRQuNjT227hj9ag,40.7646560668945,-73.994255065918,10019,2.5
Riverwalk Crossing,bxpVqo50ddyXtF93pslxYg,40.757984161377,-73.9539794921875,10044,2.5
Canco Lofts Condominium Center,Y4tFfJdhVlo1lLNbLqGnYw,40.73826215176521,-74.06880149721215,07306,5.0
JC Real Estate Capital,CypQ1Mp7alqc978MdC8QeQ,40.615402,-73.987397,11204,5.0
432 Park Avenue Luxury Apartments,EVgddtAA-waJ2YGj7FWj5w,40.7609024,-73.9715958,10022,3.0
Urban Dwellers NYC,guszJHwzn3xURSJLTQ9SPQ,40.7331085,-73.9978485,10011,5.0
67 Wall Street,ahx6A_4TWC8cnSfyQTpk-w,40.70564,-74.00827,10005,5.0
Brooklyn Blocks Real Estate,BYREvXfiXJ_ykA4aj_Cxng,40.65195,-73.943685,11225,5.0
Affordable Housing Real Estate Corporation,npCh2K8HGK2kGudAKhIf4Q,40.66428,-73.94398,11225,1.0
Janovic Paint & Decorating Center,82rfpX54ltm4Om_xoqUztw,40.7385399,-73.9835353,10010,3.5
Stylish Window Treatments,36d2vqlt4sr-gmAAhGnrXQ,40.758996,-73.962734,10022,5.0
Apex Hudson Riverfront,Cf_hPT_i2AXy8xyiw_GhWw,40.931117,-73.90423,10701,1.5
The Litvak Team,4iKxdzkwd0Q9_PVOWRMjBw,40.7199627452037,-73.9612388266693,11249,5.0
85 John Street,aLrFPWCrlLXmUwRkunYwfg,40.708501,-74.006489,10038,3.0
Biltmore Plaza,h5rQ2duk2Fnv7ExbBTk8pQ,40.74297,-73.98057,10016,4.0
Bay Ridge Realty,dH4W2vQ13BW-2vY1mI9t3w,40.61901,-74.03306,11209,3.0
Hemisphere House,iXkswaa8FjYZFX3IwzMh-Q,40.76405,-73.97699,10019,3.0
Lumber Boys,EeSWzCSFWJjz6BSnUcfA0A,40.7472732486237,-73.9744436000002,10016,4.0
Bayonne Bay,JbAAhouFLMx8IU_hJ9uOyw,40.670731934265504,-74.09475101182078,07002,1.0
East River Housing Corporation,1uzaaiK_KFzAQ-RW1DgT8g,40.71388,-73.97895,10002,5.0
PLG,UODytEhyeaFDRM4Ah9MGSg,40.65276283,-73.9543585,11226,2.0
Liberty Green,uL-pAxyxiZNWiY_A5PjWyw,40.71661,-74.0143499,10282,4.0
Blackstone Properties Of New York,KJFl9NnwgihUGsYuIs6QCw,40.70648,-74.00912,10005,5.0
The Lara NYC,frKCb7GuR9tbUlanqzJTJA,40.71086617,-74.00730283,10038,2.5
AXE Realty NYC,sPaXTOHRVm-jCAI3CddSwQ,40.889653,-73.8989578,10471,2.0
Fraziers Realty,j2y38Tiqv9YkewzFcoSsGw,40.6814755,-73.9573103,11238,4.0
Hampton Court Luxury Apartments - Glenwood,hmIqZchz9MdieCgDsWZ-rg,40.787599,-73.942633,10029,2.0
Harmon Cove Towers,b0OLeL6dAjufmNYONKmwsA,40.783957,-74.0791161,07094,3.5
The Link,gCpQhZe6dTyFADV6izhhHA,40.7636222839355,-73.9859619140625,10019,1.0
GPS Realty NYC,gM-5vr6qgc6VsNlPkKoyrQ,40.744068,-73.98069,10016,2.5
Woodcrest At Clark,6UhyyyqJG1UudfnIvjyyXg,40.62701761504732,-74.3220784499249,07066,5.0
Aimco 240 W 73,9yxlm2uZapbMrCIqOsjE9Q,40.77978388884301,-73.98261085953098,10023,1.0
Bronstein Properties,e9n-hAsqs8co4aOFE_KBFw,40.65285,-73.95853,11226,1.0
Progressive General Contractors,vEREUH-RO72HKkxCnxke2Q,40.6157060086119,-73.9560908451676,11230,4.0
Kennan Ash,s8q8_Z57GBxj7-g3EhMVSQ,40.75946,-73.96385,10022,4.0
Velsor Realty,9q2_fksenOMOKMBqmdibXA,40.6274942,-74.0292304,11209,2.5
The Montenegro of Astoria,yex7am6fXWt6-nDytuHRXA,40.7686501,-73.9291763,11102,2.0
Better Living Properties,d75xooq2V61HJv6_ZQGSlw,40.72232,-73.99199,10002,2.0
Port Liberte,SRZPiw48AXeThItwvypFpA,40.6998402625322,-74.0787365287542,07305,2.0
Station at Lyndhurst,3ZqZ6yeqhA-aT8eY2zH7GQ,40.799201965332,-74.0954208374023,07071,3.0
Strictly Cleaning Restoration,TARfcBj3UXHy-pwsDzMURA,40.66072,-73.99117,11215,5.0
Avalon Great Neck,Mn1pv5OJs887dQw8nbvk0g,40.79679936668009,-73.71215564948298,11023,3.0
Beaux Arts Rental Ofc,64lMXUrKEwHJzAGXNGr4zQ,40.7509880065918,-73.970329284668,10017,1.0
Wall The Partition-Temporary Wall NYC-Pressurized Wall NYC,LEisZUXdEfNSFZIO0ZAiDw,40.73675,-73.89923,11377,5.0
88 Greenwich,mfQFcY57dL8KxpPfncfwrA,40.70778,-74.01381,10006,3.0
apartmentjeanie,JDPNfG-Z4L6GvbwlI6_Sgg,40.73124,-73.9888,10003,5.0
Canal Lighting and Parts,pxllxZZWyoeivA8T-El6sw,40.72011,-74.00256,10013,4.5
The Regent - Glenwood,UAMwaSPn0W3NGsXXeFLOXQ,40.7697983,-73.9838562,10023,2.5
212-PAINTER,1Twx6y6LVm2woUH_jZYlPQ,40.7445902,-73.9876109,10001,5.0
Larry The Painter,dbNYLm8bUXMuPhAPcQ46Xw,40.72514,-73.80275,11366,5.0
City Soundproofing,2zTSKRbsShzGPM-IRV6d1A,40.75301,-73.99582,10001,5.0
Danik Electrical,yKZY5cNbiYGufLvxXGSAeA,40.59969,-73.99923,11214,5.0
The Junction Group,l7AXBzpaQenjHtvt3j1Mwg,40.68639,-73.95001,11216,4.5
Horizon House,LuB5EgwJWo6aqwkugOv5nQ,40.8392,-73.97346,07024,3.5
Mark Greenberg Real Estate Company,-rhVFJqxwDt8FjQdAsqLJg,40.7608,-73.97326,10022,1.0
Residential Hunters,n6Y_C7FB6ql2Mw80lIjxxA,40.7431016405718,-73.9934090450604,10011,5.0
Great Neck Maids,OF6sNE_rJ9p42hFn2b740w,40.78696,-73.7274,11021,4.0
Gamo Realty,Cy_xGCO9k1jmgNeg1AUegw,40.766039,-73.986792,10036,1.0
RiverTrace,S9SzLMErW6jbfZha831HdA,40.7835692,-74.0039337,07093,3.5
The VIP Team - COMPASS,O0NfjbgDooY5bk7qizmTLw,40.739291,-74.041095,07030,5.0
DV Locksmith & Hardware,g9NGFMz5dcp1JwQe-OlnjQ,40.768526,-73.92426,11102,5.0
Diana Tian - Coldwell Banker Residential Brokerage,0SJzgGqOWkAyaPxJq-N5cw,40.720566125336234,-74.0436676,07302,5.0
S & S Handyman,DssF0B2hl7NjE_4GsX6ERA,40.757913,-73.9907,10036,5.0
B'Way Apartments,InTD8gX8M38JRg44sSygTg,40.69799,-73.92797,11221,2.5
Highline Residential,t6NQTkfX06vUrwP0W06rxQ,40.75501,-73.92497,11106,4.0
Annette Akers - Serhant,Wpr0mO71cK6yiUphaImdgQ,40.72356602236189,-74.00304105576897,10016,5.0
Metropolitan & Waterfront Residential Brokerage,e-clmnEWcVwHKojBMczPfw,40.7265453,-74.0331859,07310,1.0
Castle Braid,0JW8nbWOOZytSb1wBlouXQ,40.6995162963867,-73.9291152954102,11206,2.5
4 Points Properties,D0mcI8PIbCxbk-5bZ0JU-A,40.7190816,-74.0090777,10013,4.5
Avalon at Edgewater,-1EVwBXVsw2lbc66GRuVtQ,40.8205489587263,-73.9779873602982,07020,2.5
Shabir Ahmad - The Corcoran Group,WD_98tjiekrSMGUfkTb-vA,40.6961241,-73.9970126,11201,4.5
Robin Pollisky,MU-7EqOgSpZDZ_mxjqP0kg,40.71559,-73.99018,10002,5.0
Oakes Pond At Bloomfield,Fvgx69TuT7MgOTdr8eqfrw,40.8014313,-74.1882345,07003,3.5
Park Bayonne,juEhZCBkqPXgY0dlksUdmg,40.681805479799,-74.11122354037138,07002,3.0
Ridgewood Collective,7jUSxaR7uoefCMsr37FGcg,40.6953092,-73.9107336,11237,5.0
3 Journal Square Apartments,SDcRnYpqZhseRRIJPFfBWg,40.733935184075236,-74.064115,07306,4.0
TF Cornerstone,PrNhW5z-61NtsGHrCxOE_w,40.7454362377016,-73.941764831543,11109,3.5
Susan Chan Real Estate,mgwX8cv9h59ukLarvLbxQA,40.759765625,-73.9879684448242,10036,5.0
NYKB,fC_v__pFJupIo8k7dVjPsg,40.7432022431192,-73.98984075159,10010,4.0
The Somerset Luxury Apartments - Glenwood,gwqUOa_7bUhaUeRfFxc-IQ,40.76741,-73.953895,10021,2.5
Hollingsworth,enG9PJrx91BdbmVxLumaUg,40.75148,-73.98611,10018,5.0
Premier Metro Realty,aFfPz74vcwq3kfoVzuRMWw,40.6773043,-73.9937431,11231,3.5
Arta Restoration,raTzCe-LoOp7_2TZpAWZbQ,40.7173712,-73.8160145,11435,5.0
Teachers Village - Newark,uPpOmAx6uKqxhJTNGFL21g,40.73407333,-74.17463167,07102,4.5
Madox Apartments,TQmbeZlzDVW7KrOQZ3Sa9A,40.71384,-74.04094,07032,5.0
Domain Properties,ces7Qc7-2vg_Bw6pWnoF6w,40.7487799,-73.98718,10001,2.0
Airnizer,-8ppjMG0cNr1YSooG8ivtA,40.7477797,-73.9559199,11109,5.0
MidCiti Interiors Wallpaper Installation,CwpPJAi2CHbI35W_6wnzow,40.76149,-73.99138,10036,5.0
Lexington Painting,Exx-dTaqoVzLkp9-FQ2hjg,40.7455172671247,-73.9806055650115,10016,5.0
Yan Lee - Brooklyn Heights Real Estate,mY3d7bYmwjS1vEHKn4W7Xg,40.6943,-73.99294,11201,5.0
Perfect Strangers of NYC,75F6ltvLr2z342RyZ-72zA,40.7465981290851,-73.9973219470215,10001,4.5
The Art of Tint,2ckEegkaInFJLV6oyK3vFw,40.677499550147104,-73.99621309999999,11231,5.0
Evergreen Realty,h1BRgF6j9Vz5x8vUUxlH7Q,40.692608,-73.926989,11221,4.0
