Urban Pads,73.83848627335874
21 Chelsea,72.57663058150371
250 East Houston,77.1213355244781
The Ludlow,78.22502812891919
Avalon Bowery Place,77.61109713231534
The Greystone,79.37958729268723
Loftey,78.98742513637765
Post Luminaria,80.18101732913682
The Lanthian Apartments,78.28537044873451
MiMA,76.48679316037223
The Dylan,78.26848451676778
24 Fifth Avenue,66.17675315839934
AVA Fort Greene,70.04185631566527
The Courtney House,68.76810105474716
The Dakota,65.79896787757752
The Brooklyner Apartments,78.37050687718984
95 Wall,74.43734930160336
AVA DoBro,77.756691080565
Astoria Apartments,61.11672534889773
Historic Front Street,78.72180485147443
APT212,72.24005695109989
The Tate,75.6249580907174
Urban American Management,75.09344937952434
77 Hudson,0.0
Gotham West,73.01106699475724
200 Water Street Apartments,77.73031507016098
3333 Broadway,79.63395362353494
Prism at Park Avenue South Apartments,77.70251726304485
East Village Apartments By Sudha,76.36876894485275
The Churchill,78.02517154693979
SharedEasy,73.54250523604459
City Wide Apartments,73.33716251849644
Murray Hill Marquis,77.49962074585736
Nooklyn,77.96457403341235
146S4,69.12297424535248
Atlas New York,74.46401146217475
70 Pine,73.97298347136692
Building Equity Management,75.84298244051881
The BLVD Collection,0.0
AKA Central Park,76.65099433641737
75 Wall Street,74.36443620575574
Village Dwellings,72.13519795800124
Barclay Tower - Glenwood,71.2305050400177
424 Bedford,68.34663207859352
The Modern,0.0
Windsor at Liberty House,0.0
The Pinnacle,71.72125030739298
The Albert,65.24615774855039
City Tower,78.94081156126029
Herald Towers,76.37195469571984
Tribeca Park Luxury Apartments,59.35848804436709
The Edge,34.429380324301384
388 Bridge,79.08293276433812
Beatrice Apartments,74.28066331534731
34 Berry,47.55706091020391
Noonan Towers,62.501435824149354
Orion Condos,73.7708941448187
66 Rockwell Apartments,77.22561199937621
170 Amsterdam Apartments,78.68812564441207
DVORA Art House,0.0
88 Leonard,74.51243095052273
The Vanguard Chelsea,72.57104183875128
Avalon Willoughby Square,77.36890820941302
Chelsmore Apartments,70.91562584098547
INSTRATA Gramercy Apartments,79.83984091763308
21 West End,72.88296557880165
London Terrace,76.8400042641083
One Hudson Yards,70.08796468156596
20 Exchange Place Apartments,74.57737746271313
Sky,70.09628094767116
One North Fourth,27.61632259718275
Brick & Mortar,49.162480537538116
Avalon Riverview,40.41465299304041
175 Kent Apartments,38.26796911236936
The Westport,77.57339090513189
StuyTown,80.69936843736723
The Nicole,78.42928062345808
TF Cornerstone,79.14955521037164
180 Water Street,77.15327587905693
Metropolis,77.29449613785877
600 Washington Apartments,74.36098533284924
Avalon Brooklyn Bay,75.47257439079945
325 Kent,42.90669142516571
110 Horatio Street,61.73384556962627
89 Murray,69.87522545742306
VIA 57 West,64.61223523466943
The Markle Evangeline Residence,70.27943643673164
Northside Piers,39.59282434825651
Estuary Apartments,0.0
267 Pacific,75.04818090581108
The Eugene,75.11248724189073
Kips Bay Court,76.1427998882535
Luxury Apartments LIC,71.60555075847459
Chrystie,77.51408181501122
Our Lady of Good Counsel SRO,78.03068786019284
The Addison,78.10699040452988
Lenox Terrace Leasing,77.09186270169103
Newport Jersey City Apartments,0.0
Hub,78.04191333051145
Watermark LIC,69.27005682993511
The Sagamore,78.27399042895772
Halo,68.69061593610742
EOS,74.65253465391596
Frontier Luxury Apartments,76.69687636211007
AKA Sutton Place,77.73611102295212
461 Dean Apartments,72.57994102331897
DKLB BKLN,78.1550378027295
Icon Rental Apartments,69.17896534968746
Sloane Chelsea,78.32149221859873
Harrison Urby,0.0
The Apartment,69.32595037285645
Mandalay on the Hudson,0.0
Mantena Apartments,75.64264551973693
The Colorado,74.7353078842374
Kings and Queens Apartments,76.9423130005689
Chelsea Stratus Condo,72.70036671665633
TOWNSEND,75.06126155740296
West 54th Apartments,76.60977554083821
The Nathaniel,77.15987360976996
NYC Brooklyn Apartment & Bed and Breakfast,73.15688645285928
Big Apple Living,76.10992840434994
The Lexington,0.0
The Solaire,56.63208450995729
REAL New York,76.11119420164259
60 Water Street Apartments,76.70874609843995
Modera Lofts,0.0
Skygroup,70.22969014774937
777 6th Avenue Apartments,73.49713008704533
LeFrak City,75.81567818018044
Silver Towers,69.58954116866481
22 River Terrace,56.28209723533779
The Caroline,72.71247853508754
Waterline Square Luxury Rentals,72.42906020464667
Two Trees Management,66.0899534492167
MetroNest,59.11691030886087
Parker Towers,75.89390439796247
Highline Residential,77.92808360117078
Hayden,70.94263945729242
Parc East Apartments,76.16763020100744
Longacre House Apartments,72.06497536392017
Home New York,73.69771163992098
House 39,77.16388805659491
Wood Vitalize,75.8514375139201
Jackson Park,69.25352596197496
25 Jay Street,63.576160373126655
Alexander,77.27748545769589
BKLYN AIR,69.82029901595416
The Eagle,73.71321113973926
Chelsea Landmark,73.86844422580009
Avalon Clinton,74.63878245510958
Hudson View Gardens,77.74818890718296
OHM,66.39544783099805
The Balton,79.3842324216645
Crescent Club,72.81955830603172
Cooper & Cooper Real Estate,77.48847524386488
Sanctuary Guest Suites,72.08282443656515
Instrata Brooklyn Heights,76.50122099774165
Avalon Union,0.0
The Alabama,67.12643011858385
180 Montague Apartments,77.5626816282286
NY Casa Group,67.64748660767692
RiverHouse 11,0.0
AVA High Line,72.38216766883002
The Ashley,74.91852553702753
View 34,78.31574455578361
Bayside Bay Club,74.37930777725435
The Amberly Apartments,74.03379678679795
Park + Garden,0.0
15 Park Row,70.93331518910924
111 Worth Street Apartments,69.76862346147138
Leonard Pointe,70.98314730182742
Parkchester South Condominium,74.57891053439413
BKLYN  Gold,72.91227578386844
